ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,verb_category,subject,split,count
egoclip-159,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C cuts the thread,cuts the thread,,,,cut,thread,cut,camera_wearer,full,708
egoclip-160,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C drinks water,drinks water,,,,drink,water,drink,camera_wearer,full,706
egoclip-161,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C holds the wood,holds the wood,,,,hold,wood,hold,camera_wearer,full,704
egoclip-162,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C touches the face,touches the face,,,,touch,face,touch,camera_wearer,full,699
egoclip-163,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C interacts with the woman X.,interacts with the woman x,,,,interact,woman,interact,camera_wearer,full,697
egoclip-164,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C moves the hands.,moves the hands,,,,move,hands,move,camera_wearer,full,694
egoclip-165,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C adjusts the cloth,adjusts the cloth,,,,adjust,cloth,adjust,camera_wearer,full,687
egoclip-166,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C holds a phone,holds a phone,,,,hold,phone,hold,camera_wearer,full,686
egoclip-167,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C opens a door.,opens a door,,,,open,door,open,camera_wearer,full,686
egoclip-168,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C fixes the camera.,fixes the camera,,,,fix,camera,fix,camera_wearer,full,682
egoclip-169,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C drives the car,drives the car,,,,drive,car,drive,camera_wearer,full,682
egoclip-170,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Walks around a garage,walks around a garage,,,,walk,garage,walk,camera_wearer,full,682
egoclip-171,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C a black car drives past C,black car drives past c,,,,black,car,black,camera_wearer,full,681
egoclip-172,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Coils a knitting thread on a knitting needle,coils a knitting thread on a knitting needle,,,,coil,knitting,coil,camera_wearer,full,680
egoclip-173,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C puts the book on the shelf,puts the book on the shelf,,,,put,book,put,camera_wearer,full,675
egoclip-174,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a bottle.,picks a bottle,,,,pick,bottle,pick,camera_wearer,full,674
egoclip-175,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at person X,looks at person x,,,,look,person,look,camera_wearer,full,672
egoclip-176,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C swings the left hand,swings the left hand,,,,swing,left,swing,camera_wearer,full,670
egoclip-177,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C operates the laptop.,operates the laptop,,,,operate,laptop,operate,camera_wearer,full,669
egoclip-178,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C plays piano,plays piano,,,,play,piano,play,camera_wearer,full,668
egoclip-179,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks in a room,walks in a room,,,,walk,room,walk,camera_wearer,full,666
egoclip-180,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C opens the bottle.,opens the bottle,,,,open,bottle,open,camera_wearer,full,664
egoclip-181,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Moves the book,moves the book,,,,move,book,move,camera_wearer,full,664
egoclip-182,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C closes the bottle.,closes the bottle,,,,close,bottle,close,camera_wearer,full,662
egoclip-183,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a paper,picks a paper,,,,pick,paper,pick,camera_wearer,full,662
egoclip-184,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C opens tap,opens tap,,,,open,tap,open,camera_wearer,full,661
egoclip-185,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks the cards,picks the cards,,,,pick,cards,pick,camera_wearer,full,661
egoclip-186,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C knits a fabric,knits a fabric,,,,knit,fabric,knit,camera_wearer,full,659
egoclip-187,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks the wood,picks the wood,,,,pick,wood,pick,camera_wearer,full,658
egoclip-188,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C stirs food,stirs food,,,,stir,food,stir,camera_wearer,full,656
egoclip-189,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a card from the table,picks a card from the table,,,,pick,card,pick,camera_wearer,full,656
egoclip-190,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks down the stairs,walks down the stairs,,,,walk,stairs,walk,camera_wearer,full,655
egoclip-191,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#O Man X walks around,man x walks around,,,,man,walks,man,other_person,full,655
egoclip-192,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at the wall,looks at the wall,,,,look,wall,look,camera_wearer,full,653
egoclip-193,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C crochets with the yarn,crochets with the yarn,,,,crochet,yarn,crochet,camera_wearer,full,651
egoclip-194,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks around the shop,walks around the shop,,,,walk,shop,walk,camera_wearer,full,648
egoclip-195,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C eats food,eats food,,,,eat,food,eat,camera_wearer,full,639
egoclip-196,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C dips the paint brush in the paint,dips the paint brush in the paint,,,,dip,paint,dip,camera_wearer,full,639
egoclip-197,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C talks with lady X,talks with lady x,,,,talk,lady,talk,camera_wearer,full,638
egoclip-198,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C c touches the phone,touches the phone,,,,touch,phone,touch,camera_wearer,full,630
egoclip-199,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C moves her hand,moves her hand,,,,move,hand,move,camera_wearer,full,630
egoclip-200,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks around the garden,walks around the garden,,,,walk,garden,walk,camera_wearer,full,625
egoclip-201,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks around the shop,looks around the shop,,,,look,shop,look,camera_wearer,full,622
egoclip-202,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks the phone,picks the phone,,,,pick,phone,pick,camera_wearer,full,620
egoclip-203,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at the television,looks at the television,,,,look,television,look,camera_wearer,full,616
egoclip-204,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks on the field,walks on the field,,,,walk,field,walk,camera_wearer,full,613
egoclip-205,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C converses with a woman X.,converses with a woman x,,,,converse,woman,converse,camera_wearer,full,608
egoclip-206,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C dips brush in paint,dips brush in paint,,,,dip,brush,dip,camera_wearer,full,607
egoclip-207,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks right,looks right,,,,look,right,look,camera_wearer,full,605
egoclip-208,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C raises the hand,raises the hand,,,,raise,hand,raise,camera_wearer,full,604
egoclip-209,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#O man Y talks to C,man y talks to c,,,,man,talks,man,other_person,full,603
egoclip-210,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C pulls a thread,pulls a thread,,,,pull,thread,pull,camera_wearer,full,598
egoclip-211,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks a round,looks a round,,,,look,round,look,camera_wearer,full,597
egoclip-212,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#c c walk around,walk around,,,,walk,around,walk,camera_wearer,full,597
egoclip-213,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at the screen.,looks at the screen,,,,look,screen,look,camera_wearer,full,595
egoclip-214,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C holds the book.,holds the book,,,,hold,book,hold,camera_wearer,full,590
egoclip-215,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C operates the phone with both hands,operates the phone with both hands,,,,operate,phone,operate,camera_wearer,full,588
egoclip-216,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C touches his face,touches his face,,,,touch,face,touch,camera_wearer,full,588
egoclip-217,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a bowl,picks a bowl,,,,pick,bowl,pick,camera_wearer,full,586
egoclip-218,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C turns back,turns back,,,,turn,back,turn,camera_wearer,full,585
egoclip-219,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#O Y walks away,walks away,,,,walk,away,walk,other_person,full,583
egoclip-220,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C throws the ball,throws the ball,,,,throw,ball,throw,camera_wearer,full,579
egoclip-221,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C stares at the table,stares at the table,,,,stare,table,stare,camera_wearer,full,577
egoclip-222,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks dough,picks dough,,,,pick,dough,pick,camera_wearer,full,575
egoclip-223,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at the dog,looks at the dog,,,,look,dog,look,camera_wearer,full,574
egoclip-224,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C knits the garment,knits the garment,,,,knit,garment,knit,camera_wearer,full,574
egoclip-225,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C holds the cloth,holds the cloth,,,,hold,cloth,hold,camera_wearer,full,573
egoclip-226,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C plays the piano with his right hand.,plays the piano with his right hand,,,,play,piano,play,camera_wearer,full,572
egoclip-227,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C plays guitar,plays guitar,,,,play,guitar,play,camera_wearer,full,569
egoclip-228,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C converses with person X,converses with person x,,,,converse,person,converse,camera_wearer,full,569
egoclip-229,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks left,looks left,,,,look,left,look,camera_wearer,full,567
egoclip-230,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#x x picks card,picks card,,,,pick,card,pick,other,full,567
egoclip-231,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#O person X walks around,person x walks around,,,,person,walks,person,other_person,full,567
egoclip-232,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C A woman X converses with C.,woman x converses with c,,,,woman,converses,woman,camera_wearer,full,567
egoclip-233,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C converses.,converses,,,,converse,converses,converse,camera_wearer,full,563
egoclip-234,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C converses with man X,converses with man x,,,,converse,man,converse,camera_wearer,full,561
egoclip-235,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Knits a piece of fabric with a knitting needle,knits a piece of fabric with a knitting needle,,,,knit,piece,knit,camera_wearer,full,561
egoclip-236,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C stops walking,stops walking,,,,stop,walking,stop,camera_wearer,full,556
egoclip-237,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C opens a tap,opens a tap,,,,open,tap,open,camera_wearer,full,555
egoclip-238,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks towards the table.,walks towards the table,,,,walk,towards,walk,camera_wearer,full,555
egoclip-239,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C places card on the table,places card on the table,,,,place,card,place,camera_wearer,full,555
egoclip-240,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#c c picks a pen,picks a pen,,,,pick,pen,pick,camera_wearer,full,550
egoclip-241,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C interacts with person X.,interacts with person x,,,,interact,person,interact,camera_wearer,full,550
egoclip-242,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C dips the paint brush in the paint can,dips the paint brush in the paint can,,,,dip,paint,dip,camera_wearer,full,549
egoclip-243,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C turns the paper,turns the paper,,,,turn,paper,turn,camera_wearer,full,548
egoclip-244,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C converses with the man X.,converses with the man x,,,,converse,man,converse,camera_wearer,full,547
egoclip-245,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C lifts up the hand,lifts up the hand,,,,lift,hand,lift,camera_wearer,full,546
egoclip-246,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at woman X,looks at woman x,,,,look,woman,look,camera_wearer,full,546
egoclip-247,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks puzzle piece.,picks puzzle piece,,,,pick,puzzle,pick,camera_wearer,full,546
egoclip-248,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks in the field,walks in the field,,,,walk,field,walk,camera_wearer,full,542
egoclip-249,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks the spoon,picks the spoon,,,,pick,spoon,pick,camera_wearer,full,542
egoclip-250,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,# C c opens fridge,opens fridge,,,,open,fridge,open,other,full,541
egoclip-251,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at man Y,looks at man y,,,,look,man,look,camera_wearer,full,536
egoclip-252,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C a white car drives past C,white car drives past c,,,,white,car,white,camera_wearer,full,535
egoclip-253,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C holds the phone with both hands,holds the phone with both hands,,,,hold,phone,hold,camera_wearer,full,535
egoclip-254,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks the scissors,picks the scissors,,,,pick,scissors,pick,camera_wearer,full,532
egoclip-255,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C dialogues with man x,dialogues with man x,,,,dialogue,man,dialogue,camera_wearer,full,529
egoclip-256,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C cuts the wood.,cuts the wood,,,,cut,wood,cut,camera_wearer,full,529
egoclip-257,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C moves the leg.,moves the leg,,,,move,leg,move,camera_wearer,full,528
egoclip-258,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C opens a cabinet,opens a cabinet,,,,open,cabinet,open,camera_wearer,full,526
egoclip-259,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C c moves around the kitchen,moves around the kitchen,,,,move,kitchen,move,camera_wearer,full,524
egoclip-260,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks cards,picks cards,,,,pick,cards,pick,camera_wearer,full,523
egoclip-261,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks around the construction site.,walks around the construction site,,,,walk,construction,walk,camera_wearer,full,521
egoclip-262,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C A car drives past C.,car drives past c,,,,car,drives,car,camera_wearer,full,521
egoclip-263,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C converses with X,converses with x,,,,converse,x,converse,camera_wearer,full,519
egoclip-264,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C sews the fabric,sews the fabric,,,,sew,fabric,sew,camera_wearer,full,519
egoclip-265,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks up,looks up,,,,look,up,look,camera_wearer,full,518
egoclip-266,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#c c raises his hand,raises his hand,,,,raise,hand,raise,camera_wearer,full,518
egoclip-267,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C scoops concrete,scoops concrete,,,,scoop,concrete,scoop,camera_wearer,full,517
egoclip-268,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Interacts with a man X,interacts with a man x,,,,interact,man,interact,camera_wearer,full,516
egoclip-269,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C paints the board,paints the board,,,,paint,board,paint,camera_wearer,full,514
egoclip-270,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C cuts the dough,cuts the dough,,,,cut,dough,cut,camera_wearer,full,512
egoclip-271,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a phone,picks a phone,,,,pick,phone,pick,camera_wearer,full,511
egoclip-272,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C touches face.,touches face,,,,touch,face,touch,camera_wearer,full,510
egoclip-273,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#c c closes tap,closes tap,,,,close,tap,close,camera_wearer,full,510
egoclip-274,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C washes hands,washes hands,,,,wash,hands,wash,camera_wearer,full,510
egoclip-275,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C opens a fridge.,opens a fridge,,,,open,fridge,open,camera_wearer,full,509
egoclip-276,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C moves his hands,moves his hands,,,,move,hands,move,camera_wearer,full,504
egoclip-277,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#c c uses a phone,uses a phone,,,,use,phone,use,camera_wearer,full,504
egoclip-278,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Moves the paper,moves the paper,,,,move,paper,move,camera_wearer,full,503
egoclip-279,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks around the area,looks around the area,,,,look,area,look,camera_wearer,full,503
egoclip-280,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C drops the twig on the ground with his left hand.,drops the twig on the ground with his left hand,,,,drop,twig,drop,camera_wearer,full,503
egoclip-281,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C opens the cupboard,opens the cupboard,,,,open,cupboard,open,camera_wearer,full,502
egoclip-282,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Picks the paper,picks the paper,,,,pick,paper,pick,camera_wearer,full,502
egoclip-283,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at X,looks at x,,,,look,x,look,camera_wearer,full,502
egoclip-284,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C holds a book,holds a book,,,,hold,book,hold,camera_wearer,full,501
egoclip-285,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C closes the book,closes the book,,,,close,book,close,camera_wearer,full,499
egoclip-286,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C kicks the ball,kicks the ball,,,,kick,ball,kick,camera_wearer,full,494
egoclip-287,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#VV looks at the cards,looks at the cards,,,,look,cards,look,other,full,493
egoclip-288,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks the container.,picks the container,,,,pick,container,pick,camera_wearer,full,490
egoclip-289,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C puts the cards on the table,puts the cards on the table,,,,put,cards,put,camera_wearer,full,490
egoclip-290,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C stares a round,stares a round,,,,stare,round,stare,camera_wearer,full,490
egoclip-291,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Walks around a kitchen,walks around a kitchen,,,,walk,kitchen,walk,camera_wearer,full,488
egoclip-292,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C holds the book with both hands,holds the book with both hands,,,,hold,book,hold,camera_wearer,full,487
egoclip-293,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Dials the phone,dials the phone,,,,dial,phone,dial,camera_wearer,full,486
egoclip-294,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C pulls the needle,pulls the needle,,,,pull,needle,pull,camera_wearer,full,486
egoclip-295,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C rolls thread around the crotchet needle,rolls thread around the crotchet needle,,,,roll,thread,roll,camera_wearer,full,486
egoclip-296,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C lifts hand up,lifts hand up,,,,lift,hand,lift,camera_wearer,full,484
egoclip-297,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C holds the fabric,holds the fabric,,,,hold,fabric,hold,camera_wearer,full,484
egoclip-298,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C dips brush in the paint,dips brush in the paint,,,,dip,brush,dip,camera_wearer,full,482
egoclip-299,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks around the workshop,looks around the workshop,,,,look,workshop,look,camera_wearer,full,481
egoclip-300,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Holds the paper,holds the paper,,,,hold,paper,hold,camera_wearer,full,479
egoclip-301,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,# C c talks to x,talks to x,,,,talk,x,talk,other,full,476
egoclip-302,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C pulls the yarn,pulls the yarn,,,,pull,yarn,pull,camera_wearer,full,476
egoclip-303,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C lifts the cloth,lifts the cloth,,,,lift,cloth,lift,camera_wearer,full,476
egoclip-304,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks around the store,looks around the store,,,,look,store,look,camera_wearer,full,476
egoclip-305,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C opens the water tap,opens the water tap,,,,open,water,open,camera_wearer,full,475
egoclip-306,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C arranges cards,arranges cards,,,,arrange,cards,arrange,camera_wearer,full,475
egoclip-307,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C sweeps the floor,sweeps the floor,,,,sweep,floor,sweep,camera_wearer,full,474
egoclip-308,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C paints the canvas,paints the canvas,,,,paint,canvas,paint,camera_wearer,full,474
egoclip-309,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C stares at a man X,stares at a man x,,,,stare,man,stare,camera_wearer,full,472
egoclip-310,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C opens a book,opens a book,,,,open,book,open,camera_wearer,full,468
egoclip-311,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C drops the scissors on the table.,drops the scissors on the table,,,,drop,scissors,drop,camera_wearer,full,465
egoclip-312,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C paints the picture,paints the picture,,,,paint,picture,paint,camera_wearer,full,465
egoclip-313,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C walks outside,walks outside,,,,walk,outside,walk,camera_wearer,full,464
egoclip-314,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C reads the magazine,reads the magazine,,,,read,magazine,read,camera_wearer,full,464
egoclip-315,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#O A places the card on the table,places the card on the table,,,,place,card,place,other_person,full,463
egoclip-316,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C closes the water tap,closes the water tap,,,,close,water,close,camera_wearer,full,460
egoclip-317,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C opens drawer,opens drawer,,,,open,drawer,open,camera_wearer,full,460
egoclip-318,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C puts down his hand,puts down his hand,,,,put,hand,put,camera_wearer,full,460
