ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,verb_category,split,has_answer,answer_idx,options,n_options
00594c2d-1c89-47ec-aa3f-1c560cab3d26,EgoSchema,Ego4D (EgoSchema),vqa,"What role do you think the actions performed by the woman in the video serve in the larger context of the video, and how do they contribute to the overall story?","what role do you think the actions performed by the woman in the video serve in the larger context of the video, and how do they contribute to the overall story?",,,00594c2d-1c89-47ec-aa3f-1c560cab3d26,what,think,what,test,False,-1,"The woman supports c by actively participating in the process of cutting bean pods and extracting beans from them. ||| The woman mainly focuses on cutting various types of vegetables alongside c in the video. ||| The actions of the woman are unrelated to c's tasks and do not contribute to the overall story. ||| The woman is responsible for organizing the kitchen and making sure everything is in its proper place. ||| The woman's actions, such as pouring water and handling cups, serve as complementary tasks to c's main activity.",5
39960e01-18a0-4081-8a66-106c8b4755bf,EgoSchema,Ego4D (EgoSchema),vqa,"Based on the video, which steps can be considered the most crucial in preparing the chickpeas, and why?","based on the video, which steps can be considered the most crucial in preparing the chickpeas, and why?",,,39960e01-18a0-4081-8a66-106c8b4755bf,which,steps,which,test,False,-1,"Peeling, blending, and stirring the chickpeas are the most crucial steps for a perfect outcome. ||| The most crucial steps are peeling and rinsing, ensuring a clean and smooth-textured final product. ||| Rinsing and blending steps are vital, as they remove contaminants and create smooth-textured chickpeas. ||| Peeling with both hands and using a blender ensure a desirable final product in terms of consistency and taste. ||| Peeling and blending steps are the most important, providing clean and easily-digested chickpeas.",5
39ae96b3-9074-42bf-9037-7599b6bf450f,EgoSchema,Ego4D (EgoSchema),vqa,"What is the main purpose of c's actions throughout the video, and how do these actions relate to one another in the process?","what is the main purpose of c's actions throughout the video, and how do these actions relate to one another in the process?",,,39ae96b3-9074-42bf-9037-7599b6bf450f,what,these,what,test,False,-1,"Currently, c is meticulously cleaning the pottery wheel with care. ||| C is molding the clay into a ball. ||| C is making a bowl out of clay. ||| Carefully, c is currently adding water to the clay mixture. ||| Carefully, c is skillfully shaping the moist clay into a beautiful bowl.",5
3a12e786-b524-4169-8a9f-ffd82fb1b3d2,EgoSchema,Ego4D (EgoSchema),vqa,How does the woman's conversation with c during the video impact the main progression of c's actions? describe the significance of this interaction.,how does the woman's conversation with c during the video impact the main progression of c's actions? describe the significance of this interaction.,,,3a12e786-b524-4169-8a9f-ffd82fb1b3d2,how,woman's,how,test,False,-1,"The conversation between the woman and c contributes to a complete change in c's actions as she becomes more focused on communication. ||| The interaction transforms c's approach, prompting her to shift to completely different tasks and abandon her previous one. ||| The conversation causes c to pay more attention to the tablet pouch due to the woman's suggestions, leading her to adjust her actions accordingly. ||| The conversation has no significant impact on the progression of c's actions. ||| Interaction disrupts c's actions, making her lose focus and alter tablet pouch behavior.",5
3a4f4d5c-c8fa-4bb1-8e80-7c22cab54116,EgoSchema,Ego4D (EgoSchema),vqa,"Keeping in mind the ability to compress information, what would be a concise explanation for the main objective and key decisions behind c's actions during the video?","keeping in mind the ability to compress information, what would be a concise explanation for the main objective and key decisions behind c's actions during the video?",,,3a4f4d5c-c8fa-4bb1-8e80-7c22cab54116,what,keeping,what,test,True,2,"C is diligently attempting to clean and wash the clothes thoroughly. ||| Currently, c is attempting to carefully fold and organize the clothes. ||| C is trying to decide what clothes to wear. ||| C is trying to iron the clothes. ||| Currently, c is attempting to carefully pack the clothes into luggage.",5
3ad65009-de1a-484a-80c7-d47fb16ddabe,EgoSchema,Ego4D (EgoSchema),vqa,"In what ways did c prepare their tools, materials, and work environment for the task at hand while simultaneously looking out for the compound's surroundings?","in what ways did c prepare their tools, materials, and work environment for the task at hand while simultaneously looking out for the compound's surroundings?",,,3ad65009-de1a-484a-80c7-d47fb16ddabe,what,ways,what,test,False,-1,"C organized nails in their pocket, climbed ladders, and surveyed the compound. ||| C organized nails in their pocket and periodically surveyed the compound. ||| C picked nails from the ground, put nails in their pocket, and looked around the compound. ||| C poured nails into their hand, put nails in their pocket, and surveyed the compound while climbing ladders. ||| C grabbed a container, filled their hand with nails, and surveyed the area while positioning a hedge on wood.",5
3b017c2d-5939-49bd-8c75-207083e2bf8e,EgoSchema,Ego4D (EgoSchema),vqa,"How did the interactions between the man and c evolve over the course of the video? provide a concise summary, focusing on the changes in their actions and their possible significance.","how did the interactions between the man and c evolve over the course of the video? provide a concise summary, focusing on the changes in their actions and their possible significance.",,,3b017c2d-5939-49bd-8c75-207083e2bf8e,how,between,how,test,False,-1,"The man and c began by cooperating, then shifted to individual tasks ||| The man and c's interactions remained consistent throughout the video ||| The man and c started communicating, then competed. ||| Started individually, then cooperated and communicated ||| The man and c's interactions evolved from cooperation to confrontation",5
3b430df2-7c6a-4d4f-8312-b4ff0d61b32f,EgoSchema,Ego4D (EgoSchema),vqa,"Analyze the role of different cooking tools in the video and explain their importance in the overall process. do not merely list the tools, but explain how they contributed to the various steps in the process.","analyze the role of different cooking tools in the video and explain their importance in the overall process. do not merely list the tools, but explain how they contributed to the various steps in the process.",,,3b430df2-7c6a-4d4f-8312-b4ff0d61b32f,describe,different,describe,test,False,-1,"Various container sizes allowed proper ingredient proportions and c's effective blending, ensuring well-mixed recipe components. ||| The utensils such as knives, graters, and cutting boards aided in the precision cutting of ingredients, which contributed to the aesthetic presentation and equal distribution of flavors. ||| The blender, whisker, and measuring cups helped in creating a uniform texture, adjusting flavor profiles, and mixing the ingredients to achieve the desired taste. ||| The peelers, mashers, and spatulas were important for removing unwanted layers, creating the preferred consistency, and evenly spreading the components throughout the dish. ||| The tools, including frying spoon, fork, and pan, facilitated the handling, shaping, and cooking of the dough in an organized manner.",5
3b721e41-c7b2-4f02-946d-c8d7a9f0024c,EgoSchema,Ego4D (EgoSchema),vqa,Identify the most significant actions the protagonist takes in the video that contribute to the main theme or objective. what makes these actions stand out?,identify the most significant actions the protagonist takes in the video that contribute to the main theme or objective. what makes these actions stand out?,,,3b721e41-c7b2-4f02-946d-c8d7a9f0024c,describe,significant,describe,test,False,-1,Adjusting the curtain and opening the door ||| Closing textbook and preparing food ||| Picking up a pencil from the floor ||| Adjusting the head camera multiple times ||| Stretching the left leg,5
3ba9c900-106f-42e7-b59d-83c8f1a02b01,EgoSchema,Ego4D (EgoSchema),vqa,"What are the primary tasks performed by c in this video, and how do they differ from one another in terms of priority and context?","what are the primary tasks performed by c in this video, and how do they differ from one another in terms of priority and context?",,,3ba9c900-106f-42e7-b59d-83c8f1a02b01,what,differ,what,test,False,-1,"C only cleans different types of kitchen cutlery items, throwing waste, and maintaining cleanliness in the kitchen space. ||| This video shows c's kitchen activities, focusing on cooking, cutlery arrangement, and waste management. ||| C spends the majority of the time performing cleanup, specifically adapting their technique for a variety of kitchenette items, while placing an emphasis on proper waste disposal. ||| The process of c's multiple, independent kitchen tasks is highlighted, showcasing the entire event in detail, from food preparation to proper waste management. ||| C primarily prepares and consumes food, disposes waste, and cleans kitchen items and surfaces.",5
3c438c66-d422-405b-8d94-ab65d091f1c1,EgoSchema,Ego4D (EgoSchema),vqa,"What was the primary objective c was working towards throughout the video, taking into consideration the repetitive actions?","what was the primary objective c was working towards throughout the video, taking into consideration the repetitive actions?",,,3c438c66-d422-405b-8d94-ab65d091f1c1,what,objective,what,test,False,-1,Moulding clay into various shapes ||| Pressing and leveling clay repeatedly to create a flat surface ||| Moving the box to different locations to find the best spot for the structure ||| Creating a layered clay and soil structure ||| Consistently adding soil to the box to create a soil-only structure,5
3c5f7dd8-93fa-41ff-817e-2eb799ff1b17,EgoSchema,Ego4D (EgoSchema),vqa,"Considering c's actions and interactions with the mini dumper, what could one infer about the main focus or goal of these actions?","considering c's actions and interactions with the mini dumper, what could one infer about the main focus or goal of these actions?",,,3c5f7dd8-93fa-41ff-817e-2eb799ff1b17,what,mini,what,test,False,-1,Attaching the tool rack and grabbing different tools from it. ||| Demonstrating how to use a cordless screwdriver and pliers. ||| Adjusting and securing the clutch and brake levers. ||| Testing the tools and their effectiveness on the mini dumper. ||| Conducting regular upkeep on mini dumper parts.,5
3c63a6f6-842c-4d66-aa7f-2e36e1c73110,EgoSchema,Ego4D (EgoSchema),vqa,What are the main objectives and activities that c is performing throughout the video? keep your answer concise and avoid listing all the actions.,what are the main objectives and activities that c is performing throughout the video? keep your answer concise and avoid listing all the actions.,,,3c63a6f6-842c-4d66-aa7f-2e36e1c73110,what,objectives,what,test,True,3,"C is watering the plants. ||| Currently, c is actively engaged in fertilizing the plants diligently. ||| Currently, c is carefully pruning and caring for the plants diligently. ||| C is performing an experiment on plants. ||| Currently, c is carefully repotting the various plants indoors.",5
3cca4365-f3cf-4e36-85ad-2adace1c55bc,EgoSchema,Ego4D (EgoSchema),vqa,"Summarize the main interactions between c, the woman, and other individuals in the video. what is the purpose of these interactions?","summarize the main interactions between c, the woman, and other individuals in the video. what is the purpose of these interactions?",,,3cca4365-f3cf-4e36-85ad-2adace1c55bc,describe,between,describe,test,False,-1,"C, the woman, and other individuals have extended group discussions about the clothes they chose and their preferences. ||| C and the woman debate which clothes to select while involving others for validation. ||| C and the woman converse about their selections, occasionally seeking others' opinions. ||| C and the woman remain engaged in continuous conversations with other individuals about various clothing items in the store. ||| Throughout the video, c and the woman actively engage others to obtain fashion advice and explore choices together.",5
3cededb5-5b5e-411f-a6c4-f3d913eee9dd,EgoSchema,Ego4D (EgoSchema),vqa,Describe the overall objective of c's actions in the video while providing a comparison between the repetitions of similar activities.,describe the overall objective of c's actions in the video while providing a comparison between the repetitions of similar activities.,,,3cededb5-5b5e-411f-a6c4-f3d913eee9dd,describe,objective,describe,test,False,-1,"C's overall objective is to clean and prepare plants, with repeated actions of picking, tapping, and shaking to remove rubbish. ||| C's objective is to collect and organize various items in the compound, including gloves, buckets, and plants, while climbing wooden boxes. ||| C's primary goal is to walk around the compound, interact with objects such as gloves, buckets, and plants, and climb wooden boxes multiple times. ||| C's main focus is on picking up and dropping objects, including gloves, buckets, and plants, while occasionally climbing wooden boxes and walking around the compound. ||| C's goal is to complete various tasks like grabbing gloves, engaging with buckets, and scaling wooden boxes, with no apparent central focus.",5
3df8b6cb-0a95-4c3e-9fe6-9fb71750abb4,EgoSchema,Ego4D (EgoSchema),vqa,Can you identify the main pattern of c's actions throughout the video and explain how this pattern affects the final outcome?,can you identify the main pattern of c's actions throughout the video and explain how this pattern affects the final outcome?,,,3df8b6cb-0a95-4c3e-9fe6-9fb71750abb4,describe,pattern,describe,test,False,-1,"C dips the brush, shakes it off, and paints, leading to an inconsistent layer of paint because he didn't remove the excess paint. ||| C dips the brush, removes paint, but doesn't paint the wall frequently, leading to a poorly painted wall because he is not covering enough in each attempt. ||| C sometimes dips the brush, removes paint and sometimes directly paints on the wall. this leads to a poorly painted wall due to uneven coverage. ||| C consistently dips the brush, removes excess paint, and paints the wall, resulting in an evenly painted surface. ||| C alternates patterns while painting, leading to an uneven result.",5
3f8c4d92-72d5-40e1-8009-d38fe7f1cd63,EgoSchema,Ego4D (EgoSchema),vqa,"What was the main purpose of c's actions in the video, and how do these actions contribute to the overall goal?","what was the main purpose of c's actions in the video, and how do these actions contribute to the overall goal?",,,3f8c4d92-72d5-40e1-8009-d38fe7f1cd63,what,these,what,test,False,-1,C's actions aimed at demonstrating a variety of repair techniques on the car's parts. ||| The primary purpose of c's actions is to showcase their expertise in garage tool usage. ||| C's objective is to carry out a comprehensive car repair process in a planned manner. ||| The main purpose of c's actions is to repair and maintain the brake system. ||| C's actions aim at illustrating the importance of systematic and organized work in garage repairs.,5
3f8fc786-82fd-4c93-9270-e93d9526b0cc,EgoSchema,Ego4D (EgoSchema),vqa,"Based on c's interactions with the man and the woman as well as their response to these interactions, what can be inferred about c's relationship to them and the shared activity they are engaged in?","based on c's interactions with the man and the woman as well as their response to these interactions, what can be inferred about c's relationship to them and the shared activity they are engaged in?",,,3f8fc786-82fd-4c93-9270-e93d9526b0cc,what,woman,what,test,False,-1,"C actively engages in item manipulation and converses amiably with the man and woman in the video. ||| C is either assisting with, or merely a bystander in a complex object-sorting task with the man and the woman during the entire video ||| In this video, c is part of a continuous exchange of materials and interactions with the surrounding characters ||| C acts as the orchestrator of a set of actions and events unfolding in the video, involving both the man and the woman ||| C is likely a customer, engaging with a cashier and fellow shopper",5
3f9c03f5-2528-40bf-8d21-8fd6416523f5,EgoSchema,Ego4D (EgoSchema),vqa,Can you describe the relationship between c's use of the laptop and their work with the craft sheet? what seems to be the purpose of the laptop in relation to the craft project?,can you describe the relationship between c's use of the laptop and their work with the craft sheet? what seems to be the purpose of the laptop in relation to the craft project?,,,3f9c03f5-2528-40bf-8d21-8fd6416523f5,describe,between,describe,test,False,-1,"C uses the laptop to watch a tutorial, pausing and playing the video as they work on the craft sheet. ||| The laptop is used to communicate with others for guidance on the craft project, as c alternates between crafting and typing. ||| The laptop serves as a reference for c's craft project, with c frequently checking it while working on the craft sheet. ||| C uses the laptop to document their progress on the craft project, taking pictures and notes throughout the process. ||| The laptop is playing music to keep c entertained as they work on the craft sheet, with c adjusting the volume and playlist.",5
3fda91e6-5ee3-48df-bfbc-27e06c9b0373,EgoSchema,Ego4D (EgoSchema),vqa,Can you provide a concise summary of the main tasks that c and the man performed in the video? assess these tasks in terms of their importance within the context of the video.,can you provide a concise summary of the main tasks that c and the man performed in the video? assess these tasks in terms of their importance within the context of the video.,,,3fda91e6-5ee3-48df-bfbc-27e06c9b0373,other,concise,other,test,False,-1,"C prepared a beef dish, while the man cleaned dishes and utensils. ||| C cleaned the countertop as the man cooked beef in a pot on the stove. ||| Both c and the man were primarily focused on washing dishes and putting them away. ||| The video centered around c and the man performing various tasks that were unrelated to one another, such as taking utensils out of a drawer, turning off a faucet, and cleaning a countertop. ||| In the video, c was responsible for cleaning dishes while the man interacted with her in the kitchen and helped her with some tasks, like turning off a faucet.",5
40ec6dce-672d-481d-a64e-a24529063f72,EgoSchema,Ego4D (EgoSchema),vqa,"Based on the character's actions, what seems to be the most important aspect of their task and why?","based on the character's actions, what seems to be the most important aspect of their task and why?",,,40ec6dce-672d-481d-a64e-a24529063f72,what,character's,what,test,False,-1,"The essential aspect of the task is rearranging the books, as the character frequently moves them from one location to another. ||| The character's consistent examination of books' contents suggests that discovering and retaining vital information is the primary goal. ||| The most important aspect of the task is cleaning and preserving the books, as the character consistently removes dust and dirt before storing them. ||| The most crucial aspect of their task is to sort the books based on personal preference, as the character handles each book individually. ||| The character's primary intention is to display their proficiency in multitasking by juggling multiple books and actions throughout the video.",5
410a6007-f759-4f9a-8196-0dad61934929,EgoSchema,Ego4D (EgoSchema),vqa,"Summarize the overarching focus of the video, considering the primary activity shared by both c and the child. how does this activity evolve throughout the video?","summarize the overarching focus of the video, considering the primary activity shared by both c and the child. how does this activity evolve throughout the video?",,,410a6007-f759-4f9a-8196-0dad61934929,describe,shared,describe,test,True,0,"C and the child play a card game together. the child is initially interested in the game, but becomes bored and distracted after a while. c tries to keep the child's attention, but eventually gives up and puts the cards away. ||| C and the young child calmly watch a movie together. at first, the child is pretty interested in the movie, but later becomes bored and easily distracted after a while. patiently, c tries to keep the child's attention focused, but eventually gives up and turns off the movie. ||| C and the young child engage in playing a board game together. at first, the child shows interest in the game, but soon becomes bored and easily distracted. c makes an effort to maintain the child's attention, but ultimately admits defeat and puts the game away. ||| C and the child read a book together. the child is initially interested in the book, but becomes bored and distracted after a while. c tries to keep the child's attention, but eventually gives up and puts the book away. ||| C and the young child play outside together cheerfully. the child is initially very interested in playing, but gradually becomes bored and distracted after a while. c persistently tries to keep the child's attention, but eventually admits defeat and goes inside.",5
411f78d7-b717-49a5-909d-3c6910bbaad8,EgoSchema,Ego4D (EgoSchema),vqa,Analyze the sequence of tasks in the video and determine if there is a central action or dominating theme that recurs throughout the process. provide a concise summary highlighting this theme.,analyze the sequence of tasks in the video and determine if there is a central action or dominating theme that recurs throughout the process. provide a concise summary highlighting this theme.,,,411f78d7-b717-49a5-909d-3c6910bbaad8,describe,there,describe,test,False,-1,"The dominant theme is onion preparation for cooking. ||| The perpetual focus of the video lies in maintaining cleanliness and order in the kitchen. ||| The central element of the video involves extracting maximum flavor from various ingredients. ||| The main theme addresses human-object interaction complexities in crowded areas. ||| The dominant narrative is one of constant motion, specifically exploring diverse ways to handle objects within the kitchen.",5
413f67ec-35c1-429a-8d8b-09ff7ad69541,EgoSchema,Ego4D (EgoSchema),vqa,Identify the key turning points in the video that significantly contribute to the progression of the main action. how do these turning points alter the video's direction?,identify the key turning points in the video that significantly contribute to the progression of the main action. how do these turning points alter the video's direction?,,,413f67ec-35c1-429a-8d8b-09ff7ad69541,describe,turning,describe,test,False,-1,"Card placement, pen-picking, and paper-writing instances, changing the game's direction and pace significantly. ||| The turning points are when a man talks, writes, or moves paper, shifting focus from the card game. ||| Card shuffling, conversing with a woman, and writing enable multitasking. ||| Key turning points involve manipulating cards, engaging in side activities, and discussing other subjects, affecting the game's flow. ||| Card shuffling and exchanges, impacting game progression.",5
424ea466-dc7c-4291-a1f8-4856a3a37442,EgoSchema,Ego4D (EgoSchema),vqa,"Based on the recurring activities in the video, what can you identify as the central theme of the video?","based on the recurring activities in the video, what can you identify as the central theme of the video?",,,424ea466-dc7c-4291-a1f8-4856a3a37442,what,central,what,test,False,-1,The video is focused on c's efforts to repeatedly tie shoe laces. ||| The central theme is the consistent opening and closing of the door. ||| C's primary focus in the video is adjusting and attaching the vacuum cleaner. ||| Video mainly displays c's walking and picking actions. ||| The central theme of the video is organizing and cleaning shoes.,5
425ada50-93e1-4ecd-8304-d72af64c0633,EgoSchema,Ego4D (EgoSchema),vqa,"Based on c's actions throughout the video, what is the primary purpose of his activities? in your response, summarize his main goal and the tools he uses for this purpose.","based on c's actions throughout the video, what is the primary purpose of his activities? in your response, summarize his main goal and the tools he uses for this purpose.",,,425ada50-93e1-4ecd-8304-d72af64c0633,what,your,what,test,False,-1,"The main purpose is to perform various actions on the piece of wood, like cutting, drilling, and assembling. ||| Demonstrate using a ruler, pencil, and wood adjuster in woodworking. ||| The central goal is to teach students the art of professional woodcraft, focusing on intricate design creation. ||| The primary purpose is to prepare and measure the piece of wood for woodworking. ||| The essential aim is to showcase varied woodworking techniques without any clear end result.",5
42bf1659-d15a-4432-8370-5e437b1a42d3,EgoSchema,Ego4D (EgoSchema),vqa,"Based on c's repeated actions across different locations, what can you infer about their overarching goal or intent in this video?","based on c's repeated actions across different locations, what can you infer about their overarching goal or intent in this video?",,,42bf1659-d15a-4432-8370-5e437b1a42d3,what,repeated,what,test,False,-1,Documenting the layout of the house and compound ||| Preparing for a garage sale or donation ||| Searching for a lost item in various locations ||| Organizing and managing clothes and belongings ||| Setting up a security system around the property,5
4387b319-d050-49a0-bb5b-e39f3eea7707,EgoSchema,Ego4D (EgoSchema),vqa,"Based on c's actions, what can you infer about his method of measurement and ensuring the wood pieces fit together correctly?","based on c's actions, what can you infer about his method of measurement and ensuring the wood pieces fit together correctly?",,,4387b319-d050-49a0-bb5b-e39f3eea7707,what,infer,what,test,False,-1,"Precise measuring, marking, and cutting ||| Measuring, aligning materials, drilling, and cutting ||| Guessing measurements, marking, and cutting without precision ||| Measuring, noting dimensions, marking, cutting, and refining ||| Estimating, marking, cutting, and adjusting for fitting",5
43c74125-45d4-4831-9252-e821ef6589ef,EgoSchema,Ego4D (EgoSchema),vqa,"Based on the actions and interactions between c, the man, and the woman, identify the three most important moments in the video that define the overall outcome of the game. explain the rationale behind your choices.","based on the actions and interactions between c, the man, and the woman, identify the three most important moments in the video that define the overall outcome of the game. explain the rationale behind your choices.",,,43c74125-45d4-4831-9252-e821ef6589ef,describe,between,describe,test,False,-1,"C talking to the man and woman, the man separating cards into three parts, and the woman hitting the cards on the table, as these actions define the game's dynamics. ||| C dropping a card at the center, man dropping his card, and woman dropping her card, as these moves determine the game's outcome. ||| C adjusting cards in his hand, the man picking a card from the floor, and the woman adjusting the card in her hand, as these actions showcase their individual strategies. ||| Man picks a card, brings out a vaper, and woman hits cards on table, highlighting game's key moments. ||| C spreading the card in his left hand, the man adjusting the card in his hand, and the woman picking a card from the floor, as these actions indicate critical turning points in the game.",5
446ec55b-e07e-4723-b5c1-1378e8970a7d,EgoSchema,Ego4D (EgoSchema),vqa,"Based on the video, what key skill or ability would you say c possesses, and what part of the video demonstrates it the best?","based on the video, what key skill or ability would you say c possesses, and what part of the video demonstrates it the best?",,,446ec55b-e07e-4723-b5c1-1378e8970a7d,what,skill,what,test,False,-1,"Multitasking through c's interaction with phone, paper, and board. ||| Fine motor skills, demonstrated by c moving the fingers and lifting the hand. ||| Artistic ability, demonstrated by c painting the drawing paper. ||| Creativity, demonstrated by c drawing on the paper and moving the board. ||| Dexterity, demonstrated by c picking up and dropping various objects like the paper, envelope, and glass.",5
44b61d93-b65b-4dfe-bd2c-c59bd1698d28,EgoSchema,Ego4D (EgoSchema),vqa,Analyze the video to determine c's main objective(s) and the key tasks they performed to achieve this. discuss why you think these actions were the most important parts of the video.,analyze the video to determine c's main objective(s) and the key tasks they performed to achieve this. discuss why you think these actions were the most important parts of the video.,,,44b61d93-b65b-4dfe-bd2c-c59bd1698d28,describe,objective(s),describe,test,False,-1,"C's primary goal is to be precise when measuring, using a tape measure and penknife, and walking around throughout the video was essential to achieving that goal. ||| C's main objective is to cut and prepare pieces of timber for assembly or further use. ||| C's main objective is to ensure proper organization and storage of the timber; walking around, adjusting, and placing pieces are the most important actions of the video. ||| C's focus is on picking up and placing pieces of wood in the correct places, while other actions like measuring and cutting were less significant parts of the video. ||| Video's goal: minimize walking, maximize cutting, measuring, marking timber efficiency for c.",5
46e1aee1-adea-4c9c-ac5b-9d933a3d3a43,EgoSchema,Ego4D (EgoSchema),vqa,"Comparing the instances in which c washes different items, what can you deduce about the order of importance or priority given to each item cleaned?","comparing the instances in which c washes different items, what can you deduce about the order of importance or priority given to each item cleaned?",,,46e1aee1-adea-4c9c-ac5b-9d933a3d3a43,which,comparing,which,test,True,2,"Conscientiously, c washes the items - plates, bowl, spoon, sieve, and pan carefully in that specific order. ||| Carefully, c washes the bowl, sieve, spoon, plates, and pan sequentially in that precise order. ||| C washes the sieve, bowl, spoon, plates, and pan in that order. ||| Carefully, c washes the spoon, bowl, sieve, plates, and pan sequentially in that specific order. ||| C washes the pan, plates, bowl, sieve, and spoon in that order.",5
4791396e-7a0f-4848-b653-c4dbc1c367f5,EgoSchema,Ego4D (EgoSchema),vqa,"Assess the importance and implications of the main character's repeated ""looking around"" throughout the video, in relation to both the main activity and the secondary character's involvement.","assess the importance and implications of the main character's repeated ""looking around"" throughout the video, in relation to both the main activity and the secondary character's involvement.",,,4791396e-7a0f-4848-b653-c4dbc1c367f5,other,assess,other,test,False,-1,"Indicates awareness and seeking insights. ||| Demonstrates c's continuous need for external validation, reassurance, and guidance from the secondary character during every step of the lego construction process. ||| Highlights c's strong reliance on the secondary character's expertise, constant vigilance, and keen attention to detail to ensure flawless execution and mastery over the lego project. ||| C seeks constant approval and guidance from the secondary character, requiring their devoted assistance for success. ||| The repeated ""looking around"" serves to emphasize c's dependence on the unwavering assistance, immediate feedback, and timely troubleshooting provided by the secondary character throughout the video.",5
47f4c828-f238-459f-91c3-6b221db54c5b,EgoSchema,Ego4D (EgoSchema),vqa,"Describe the overall sequence of events in the video, paying special attention to how the character interacts with objects and maintains cleanliness throughout their activities in the kitchen.","describe the overall sequence of events in the video, paying special attention to how the character interacts with objects and maintains cleanliness throughout their activities in the kitchen.",,,47f4c828-f238-459f-91c3-6b221db54c5b,describe,events,describe,test,True,2,"The main character creates a sandwich, and subsequently enjoys eating it. ||| The main character skillfully prepares a meal, later consumes and enjoys it wholeheartedly. ||| The character prepares a meal, eats it, and then uses their laptop. ||| The primary character simply prepares a tasty snack and subsequently consumes it with pleasure. ||| The character prepares a meal, eats it, and then uses their phone.",5
49112a31-b220-453c-b061-64c821e59b06,EgoSchema,Ego4D (EgoSchema),vqa,Identify and compare the main methods used for preparing chickpeas in the video. how might these methods influence the final product?,identify and compare the main methods used for preparing chickpeas in the video. how might these methods influence the final product?,,,49112a31-b220-453c-b061-64c821e59b06,describe,compare,describe,test,False,-1,"Manually peeling chickpeas and using a blender enhance taste and ensure a smoother consistency. ||| Peeling, rinsing, and using a spoon or blender result in a highly favorable combination for preparing chickpeas. ||| Peeling methods rely on both manual efforts and the blender, ensuring consistent texture and the perfect taste. ||| Manual peeling and rinsing methods are used; this could result in cleaner, smoother textured chickpeas. ||| Various techniques, including advanced blending and stirring, improve the taste and smoothness of the chickpeas.",5
4ad5e2d5-43a9-49e1-9b3f-b27d03c8f742,EgoSchema,Ego4D (EgoSchema),vqa,"How does the interaction between c, the man, and the girl evolve throughout the video in terms of their actions and engagement with food?","how does the interaction between c, the man, and the girl evolve throughout the video in terms of their actions and engagement with food?",,,4ad5e2d5-43a9-49e1-9b3f-b27d03c8f742,how,between,how,test,False,-1,"C, the man, and the girl all eat in unison, following each other's actions. ||| The man and the girl follow c's actions, but their engagement with food decreases over time. ||| They increasingly engage with food, with c taking the lead. ||| C, the man, and the girl eat independently without visible interaction or influence. ||| The interaction between c, the man, and the girl remains static, with no evolution in their engagement with food.",5
4ca089ff-c6bf-49fa-92c1-d06c73741004,EgoSchema,Ego4D (EgoSchema),vqa,What was the primary purpose and general pattern of c's actions in the kitchen throughout the video?,what was the primary purpose and general pattern of c's actions in the kitchen throughout the video?,,,4ca089ff-c6bf-49fa-92c1-d06c73741004,what,pattern,what,test,False,-1,"Removing baking trays, continuously scooping mix, and excessively drinking water. ||| Using cooking utensils to redecorate the kitchen ||| Performing flour and pasta packet transformations ||| Cooking and organizing the kitchen ||| Walking around the kitchen with no particular purpose, touching everything",5
4cafe9a6-de9e-4d2a-856e-f73d90bf4fb5,EgoSchema,Ego4D (EgoSchema),vqa,"Which actions performed in the video reflect good hygiene practices, and why do you think they are important considering the overall context?","which actions performed in the video reflect good hygiene practices, and why do you think they are important considering the overall context?",,,4cafe9a6-de9e-4d2a-856e-f73d90bf4fb5,which,reflect,which,test,False,-1,"Continuously washing hands and kitchenware before and after every step of the cooking process. ||| Washing hands and utensils, and proper food handling. ||| Strictly sanitizing every surface and utensil while focusing on an exceptionally hygienic environment. ||| Employing a systematic cleaning routine including washing, rinsing, and drying of all kitchen utensils used. ||| Adhering to strict hygiene with regular handwashing, cleaning kitchen tools, and prioritizing workspace sterilization.",5
4e0e214c-bac6-4315-b061-bb64e3cac47a,EgoSchema,Ego4D (EgoSchema),vqa,Compare and contrast the role of c and the woman's interactions in the video. how do their interactions shape the narrative?,compare and contrast the role of c and the woman's interactions in the video. how do their interactions shape the narrative?,,,4e0e214c-bac6-4315-b061-bb64e3cac47a,how,compare,how,test,False,-1,"C and the woman are entirely separate during the video, with no connection to the narrative's development. ||| C and the woman primarily engage in a back-and-forth conversation, driving the narrative forward. ||| C and the woman compete without impacting the narrative. ||| C and the woman barely have any interaction aside from c observing the woman at specific moments throughout the video. ||| The narrative's direction does not seem to be influenced by c and the woman's interactions, as their conversations seem unrelated to one another.",5
