ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,verb_category,split,task,llm_type,which,alt_description,env_table,env_position,env_background,n_objects
test/basic_pick_place/182,EgoDex,EgoDex,task-instruction,Pick up the big green block from the table with the right hand and place it into the yellow bowl.,pick up the big green block from the table with the right hand and place it into the yellow bowl.,,,basic_pick_place,pick,block,pick,test,basic_pick_place,reset,1,None,,sitting,lavender,3
test/basic_pick_place/183,EgoDex,EgoDex,task-instruction,Pick up the cherries from the table with the right hand and place them into the orange bowl.,pick up the cherries from the table with the right hand and place them into the orange bowl.,,,basic_pick_place,pick,cherries,pick,test,basic_pick_place,reset,1,None,,sitting,lavender,3
test/basic_pick_place/185,EgoDex,EgoDex,task-instruction,Pick up the silver iPhone from the table with the right hand and place it on the gray bowl.,pick up the silver iphone from the table with the right hand and place it on the gray bowl.,,,basic_pick_place,pick,iphone,pick,test,basic_pick_place,reset,1,None,,sitting,lavender,3
test/basic_pick_place/190,EgoDex,EgoDex,task-instruction,Pick up the red crab from the gray tray and place it into the blue bowl.,pick up the red crab from the gray tray and place it into the blue bowl.,,,basic_pick_place,pick,crab,pick,test,basic_pick_place,reset,1,None,,sitting,blue,3
test/basic_pick_place/193,EgoDex,EgoDex,task-instruction,Pick up the purell from the yellow bowl and place it on the blue plate.,pick up the purell from the yellow bowl and place it on the blue plate.,,,basic_pick_place,pick,purell,pick,test,basic_pick_place,reset,1,None,,sitting,blue,3
test/basic_pick_place/194,EgoDex,EgoDex,task-instruction,Pick up the purell from the yellow bowl and place it on the blue plate.,pick up the purell from the yellow bowl and place it on the blue plate.,,,basic_pick_place,pick,purell,pick,test,basic_pick_place,reset,1,None,,sitting,blue,3
test/basic_pick_place/207,EgoDex,EgoDex,task-instruction,Pick up a blue container of slime from the metal table and place it in the bowl.,pick up a blue container of slime from the metal table and place it in the bowl.,,,basic_pick_place,pick,container of slime,pick,test,basic_pick_place,reset,1,None,metal,sitting,white,3
test/basic_pick_place/209,EgoDex,EgoDex,task-instruction,Pick up a pink duck from the sweeper and place it in the container.,pick up a pink duck from the sweeper and place it in the container.,,,basic_pick_place,pick,duck,pick,test,basic_pick_place,reset,1,None,,sitting,blue,3
test/basic_pick_place/21,EgoDex,EgoDex,task-instruction,Pick up the yellow duck from the table with the right hand and place it into the green bowl.,pick up the yellow duck from the table with the right hand and place it into the green bowl.,,,basic_pick_place,pick,duck,pick,test,basic_pick_place,reset,1,None,,sitting,pink,3
test/basic_pick_place/210,EgoDex,EgoDex,task-instruction,Pick up a gray duck from the table and place it in the blue pan.,pick up a gray duck from the table and place it in the blue pan.,,,basic_pick_place,pick,duck,pick,test,basic_pick_place,reset,1,None,,sitting,blue,3
test/basic_pick_place/211,EgoDex,EgoDex,task-instruction,Pick up a clear hand sanitizer bottle from the metal table and place it on a lid.,pick up a clear hand sanitizer bottle from the metal table and place it on a lid.,,,basic_pick_place,pick,hand sanitizer,pick,test,basic_pick_place,reset,1,None,metal,sitting,white,3
test/basic_pick_place/212,EgoDex,EgoDex,task-instruction,Pick up a yellow screw from the table and place it in the purple scoop.,pick up a yellow screw from the table and place it in the purple scoop.,,,basic_pick_place,pick,screw,pick,test,basic_pick_place,reset,1,None,,sitting,blue,3
test/basic_pick_place/213,EgoDex,EgoDex,task-instruction,Pick up the pink and white tea cup from the table with the right hand and place it into the green bowl.,pick up the pink and white tea cup from the table with the right hand and place it into the green bowl.,,,basic_pick_place,pick,tea cup,pick,test,basic_pick_place,reset,1,None,,sitting,pink,3
test/basic_pick_place/22,EgoDex,EgoDex,task-instruction,Pick up the blue dice box from the table with the right hand and place it in the tupperware.,pick up the blue dice box from the table with the right hand and place it in the tupperware.,,,basic_pick_place,pick,dice box,pick,test,basic_pick_place,reset,1,None,,sitting,lavender,3
test/basic_pick_place/221,EgoDex,EgoDex,task-instruction,Pick up the red strawberry from the table with the left hand and place it in the green bowl.,pick up the red strawberry from the table with the left hand and place it in the green bowl.,,,basic_pick_place,pick,strawberry,pick,test,basic_pick_place,reset,1,None,,sitting,pink,3
test/basic_pick_place/222,EgoDex,EgoDex,task-instruction,Pick up the red sharpie from the light blue bowl with the right hand and place it into the orange bowl.,pick up the red sharpie from the light blue bowl with the right hand and place it into the orange bowl.,,,basic_pick_place,pick,sharpie,pick,test,basic_pick_place,reset,1,None,wood,sitting,brown,2
test/basic_pick_place/223,EgoDex,EgoDex,task-instruction,Pick up the yellow banana from the table with the right hand and place it in the green bowl.,pick up the yellow banana from the table with the right hand and place it in the green bowl.,,,basic_pick_place,pick,banana,pick,test,basic_pick_place,reset,1,None,,sitting,pink,3
test/basic_pick_place/225,EgoDex,EgoDex,task-instruction,Pick up the rubber duck from the white dustpan with the right hand and place it on the purple scooper.,pick up the rubber duck from the white dustpan with the right hand and place it on the purple scooper.,,,basic_pick_place,pick,rubber duck,pick,test,basic_pick_place,reset,1,None,wood,sitting,white,3
test/basic_pick_place/24,EgoDex,EgoDex,task-instruction,Pick up the yellow duck from the table with the right hand and place it into the green bowl.,pick up the yellow duck from the table with the right hand and place it into the green bowl.,,,basic_pick_place,pick,duck,pick,test,basic_pick_place,reset,1,None,,sitting,pink,3
test/basic_pick_place/240,EgoDex,EgoDex,task-instruction,Pick up the clear Tupperware from the orange bowl with the right hand and place it onto the clear Tupperware.,pick up the clear tupperware from the orange bowl with the right hand and place it onto the clear tupperware.,,,basic_pick_place,pick,tupperware,pick,test,basic_pick_place,reset,1,None,wood,sitting,brown,2
test/basic_pick_place/244,EgoDex,EgoDex,task-instruction,Pick up the tennis ball from the black case with the right hand and place it on the cardboard lid.,pick up the tennis ball from the black case with the right hand and place it on the cardboard lid.,,,basic_pick_place,pick,tennis ball,pick,test,basic_pick_place,reset,1,None,wood,sitting,white,3
test/basic_pick_place/256,EgoDex,EgoDex,task-instruction,Pick up the light blue slime box from the table with the right hand and place it in the pink bowl.,pick up the light blue slime box from the table with the right hand and place it in the pink bowl.,,,basic_pick_place,pick,slime box,pick,test,basic_pick_place,reset,1,None,metal,sitting,lavender,3
test/basic_pick_place/267,EgoDex,EgoDex,task-instruction,Pick up the white plushie from the table with the right hand and place it in the orange bowl.,pick up the white plushie from the table with the right hand and place it in the orange bowl.,,,basic_pick_place,pick,plushie,pick,test,basic_pick_place,reset,1,None,metal,sitting,lavender,3
test/basic_pick_place/269,EgoDex,EgoDex,task-instruction,Pick up the yellow banana from the wooden table with the right hand and place it in the gray bowl.,pick up the yellow banana from the wooden table with the right hand and place it in the gray bowl.,,,basic_pick_place,pick,banana,pick,test,basic_pick_place,reset,1,None,wood,sitting,brown,3
test/basic_pick_place/270,EgoDex,EgoDex,task-instruction,Pick up a silver padlock from the metal table and place it in a Tupperware.,pick up a silver padlock from the metal table and place it in a tupperware.,,,basic_pick_place,pick,padlock,pick,test,basic_pick_place,reset,1,None,metal,sitting,white,3
test/basic_pick_place/271,EgoDex,EgoDex,task-instruction,Pick up the yellow fry from the wooden table with the right hand and place it on the green plate.,pick up the yellow fry from the wooden table with the right hand and place it on the green plate.,,,basic_pick_place,pick,fry,pick,test,basic_pick_place,reset,1,None,wood,sitting,brown,1
test/basic_pick_place/37,EgoDex,EgoDex,task-instruction,Pick up the dark orange plush elephant from the table with the left hand and place it on the green bowl.,pick up the dark orange plush elephant from the table with the left hand and place it on the green bowl.,,,basic_pick_place,pick,plush elephant,pick,test,basic_pick_place,reset,1,None,,sitting,pink,3
test/basic_pick_place/41,EgoDex,EgoDex,task-instruction,Pick up a red lego brick from the metal table and place it in a small box.,pick up a red lego brick from the metal table and place it in a small box.,,,basic_pick_place,pick,lego brick,pick,test,basic_pick_place,reset,1,None,metal,sitting,white,3
test/basic_pick_place/5,EgoDex,EgoDex,task-instruction,"Pick up the beige, red, and blue block from the table with the left hand and place it into the green bowl.","pick up the beige, red, and blue block from the table with the left hand and place it into the green bowl.",,,basic_pick_place,pick,block,pick,test,basic_pick_place,reset,1,None,,sitting,pink,3
test/basic_pick_place/52,EgoDex,EgoDex,task-instruction,Pick up the white egg from the wooden table with the right hand and place it into the yellow bowl.,pick up the white egg from the wooden table with the right hand and place it into the yellow bowl.,,,basic_pick_place,pick,egg,pick,test,basic_pick_place,reset,1,None,wood,sitting,brown,3
test/basic_pick_place/57,EgoDex,EgoDex,task-instruction,Pick up the brown cube from the wood table with the right hand and place it into the blue bowl.,pick up the brown cube from the wood table with the right hand and place it into the blue bowl.,,,basic_pick_place,pick,cube,pick,test,basic_pick_place,reset,1,None,wood,sitting,white,3
test/basic_pick_place/60,EgoDex,EgoDex,task-instruction,Pick up the blue dice from the gray bowl with the right hand and place it in the blue bowl.,pick up the blue dice from the gray bowl with the right hand and place it in the blue bowl.,,,basic_pick_place,pick,dice,pick,test,basic_pick_place,reset,1,None,wood,sitting,brown,2
test/basic_pick_place/62,EgoDex,EgoDex,task-instruction,Pick up an orange triangle block from the dark blue bowl and place it in the container lid.,pick up an orange triangle block from the dark blue bowl and place it in the container lid.,,,basic_pick_place,pick,triangle block,pick,test,basic_pick_place,reset,1,None,,sitting,blue,3
test/basic_pick_place/7,EgoDex,EgoDex,task-instruction,Pick up the pink duck from the table with the left hand and place it onto the blue plate.,pick up the pink duck from the table with the left hand and place it onto the blue plate.,,,basic_pick_place,pick,duck,pick,test,basic_pick_place,reset,1,None,metal,sitting,lavender,3
test/basic_pick_place/81,EgoDex,EgoDex,task-instruction,Pick up the green clove shape from the table with the right hand and place it in the yellow plate.,pick up the green clove shape from the table with the right hand and place it in the yellow plate.,,,basic_pick_place,pick,clove shape,pick,test,basic_pick_place,reset,1,None,metal,sitting,lavender,3
test/basic_pick_place/84,EgoDex,EgoDex,task-instruction,Pick up the red strawberry from the table with the right hand and place it in the pink bowl.,pick up the red strawberry from the table with the right hand and place it in the pink bowl.,,,basic_pick_place,pick,strawberry,pick,test,basic_pick_place,reset,1,None,metal,sitting,lavender,3
test/basic_pick_place/91,EgoDex,EgoDex,task-instruction,Pick up the brown egg from the wood table with the right hand and place it into the yellow bowl.,pick up the brown egg from the wood table with the right hand and place it into the yellow bowl.,,,basic_pick_place,pick,egg,pick,test,basic_pick_place,reset,1,None,wood,sitting,white,3
test/basic_pick_place/96,EgoDex,EgoDex,task-instruction,Pick up the blue dice box from the table with the left hand and place it on the gray plate.,pick up the blue dice box from the table with the left hand and place it on the gray plate.,,,basic_pick_place,pick,dice box,pick,test,basic_pick_place,reset,1,None,,sitting,lavender,3
test/boil_serve_egg/2,EgoDex,EgoDex,task-instruction,"Boil water in a pot, take an egg from the carton and boil it, serve the boiled egg in a gray bowl placed on the round table, and place the pot and ladle in the sink.","boil water in a pot, take an egg from the carton and boil it, serve the boiled egg in a gray bowl placed on the round table, and place the pot and ladle in the sink.",,,boil_serve_egg,boil,kitchen,boil,test,boil_serve_egg,reversible,1,"Remove the egg from the bowl, return it to the egg carton, and place the pot and ladle back on the round table.",,sitting,red,8
test/braid_unbraid/10,EgoDex,EgoDex,task-instruction,Braid the three strands of the striped ribbon.,braid the three strands of the striped ribbon.,,,braid_unbraid,braid,ribbon,braid,test,braid_unbraid,reversible,1,Unbraid the three strands of the striped ribbon.,,sitting,brown,1
test/charge_uncharge_airpods/11,EgoDex,EgoDex,task-instruction,Charge the AirPods using a lightning connector while sitting at a pink tablecloth with a lavender background.,charge the airpods using a lightning connector while sitting at a pink tablecloth with a lavender background.,,,charge_uncharge_airpods,charge,airpods,charge,test,charge_uncharge_airpods,reversible,1,Uncharge the AirPods by disconnecting the lightning connector while sitting at a pink tablecloth with a lavender background.,,sitting,lavender,3
test/charge_uncharge_airpods/12,EgoDex,EgoDex,task-instruction,Uncharge the AirPods by disconnecting the lightning connector on a green tablecloth with a white background while sitting.,uncharge the airpods by disconnecting the lightning connector on a green tablecloth with a white background while sitting.,,,charge_uncharge_airpods,uncharge,airpods,uncharge,test,charge_uncharge_airpods,reversible,2,Charge the AirPods using the lightning connector on a green tablecloth with a white background while sitting.,,sitting,white,3
test/charge_uncharge_airpods/25,EgoDex,EgoDex,task-instruction,Charge the lightning-sized airpods while sitting at a green tablecloth with a white background.,charge the lightning-sized airpods while sitting at a green tablecloth with a white background.,,,charge_uncharge_airpods,charge,airpods,charge,test,charge_uncharge_airpods,reversible,1,Uncharge the lightning-sized airpods while sitting at a green tablecloth with a white background.,,sitting,white,1
test/charge_uncharge_airpods/29,EgoDex,EgoDex,task-instruction,Charge AirPods with a lightning connector on a green tablecloth.,charge airpods with a lightning connector on a green tablecloth.,,,charge_uncharge_airpods,charge,airpods,charge,test,charge_uncharge_airpods,reversible,1,Uncharge AirPods by disconnecting the lightning connector on a green tablecloth.,,sitting,white,3
test/charge_uncharge_airpods/34,EgoDex,EgoDex,task-instruction,Charge AirPods with a lightning connector on a green tablecloth.,charge airpods with a lightning connector on a green tablecloth.,,,charge_uncharge_airpods,charge,airpods,charge,test,charge_uncharge_airpods,reversible,1,Uncharge AirPods by disconnecting the lightning connector on a green tablecloth.,,sitting,white,3
test/charge_uncharge_airpods/38,EgoDex,EgoDex,task-instruction,Uncharge the AirPods by disconnecting the lightning connector while sitting at a table with a pink tablecloth and lavender background.,uncharge the airpods by disconnecting the lightning connector while sitting at a table with a pink tablecloth and lavender background.,,,charge_uncharge_airpods,uncharge,airpods,uncharge,test,charge_uncharge_airpods,reversible,2,Charge the AirPods using a lightning connector while sitting at a table with a pink tablecloth and lavender background.,,sitting,lavender,2
test/charge_uncharge_airpods/47,EgoDex,EgoDex,task-instruction,Uncharge the lightning-sized airpods on the green tablecloth.,uncharge the lightning-sized airpods on the green tablecloth.,,,charge_uncharge_airpods,uncharge,airpods,uncharge,test,charge_uncharge_airpods,reversible,2,Charge the lightning-sized airpods on the green tablecloth.,,sitting,white,1
test/charge_uncharge_airpods/49,EgoDex,EgoDex,task-instruction,Uncharge the AirPods by disconnecting the lightning connector with the right hand while sitting at a pink tablecloth against a lavender background.,uncharge the airpods by disconnecting the lightning connector with the right hand while sitting at a pink tablecloth against a lavender background.,,,charge_uncharge_airpods,uncharge,airpods,uncharge,test,charge_uncharge_airpods,reversible,2,Charge the AirPods using the lightning connector with the right hand while sitting at a pink tablecloth against a lavender background.,,sitting,lavender,3
test/charge_uncharge_airpods/5,EgoDex,EgoDex,task-instruction,Charge the lightning-sized airpods on the green tablecloth.,charge the lightning-sized airpods on the green tablecloth.,,,charge_uncharge_airpods,charge,airpods,charge,test,charge_uncharge_airpods,reversible,1,Uncharge the lightning-sized airpods on the green tablecloth.,,sitting,white,1
test/charge_uncharge_airpods/51,EgoDex,EgoDex,task-instruction,Charge AirPods with a lightning connector on a green tablecloth.,charge airpods with a lightning connector on a green tablecloth.,,,charge_uncharge_airpods,charge,airpods,charge,test,charge_uncharge_airpods,reversible,1,Uncharge AirPods by disconnecting the lightning connector on a green tablecloth.,,sitting,white,3
test/charge_uncharge_airpods/9,EgoDex,EgoDex,task-instruction,Charge the AirPods using a lightning connector while sitting at a table with a pink tablecloth and lavender background.,charge the airpods using a lightning connector while sitting at a table with a pink tablecloth and lavender background.,,,charge_uncharge_airpods,charge,airpods,charge,test,charge_uncharge_airpods,reversible,1,Uncharge the AirPods by disconnecting the lightning connector while sitting at a table with a pink tablecloth and lavender background.,,sitting,lavender,2
test/charge_uncharge_device/12,EgoDex,EgoDex,task-instruction,Plug the gray phone into the usb-c cable on the blue tablecloth.,plug the gray phone into the usb-c cable on the blue tablecloth.,,,charge_uncharge_device,charge,phone,charge,test,charge_uncharge_device,reversible,1,Unplug the gray phone from the usb-c cable on the blue tablecloth.,,sitting,pink,2
test/charge_uncharge_device/17,EgoDex,EgoDex,task-instruction,Plug the white phone into the lightning cable on the blue tablecloth.,plug the white phone into the lightning cable on the blue tablecloth.,,,charge_uncharge_device,charge,phone,charge,test,charge_uncharge_device,reversible,1,Unplug the white phone from the lightning cable on the blue tablecloth.,,sitting,pink,2
test/charge_uncharge_device/24,EgoDex,EgoDex,task-instruction,Unplug the gray large phone from the usb-c cable while sitting at the green tablecloth.,unplug the gray large phone from the usb-c cable while sitting at the green tablecloth.,,,charge_uncharge_device,uncharge,phone,uncharge,test,charge_uncharge_device,reversible,2,Plug the gray large phone into the usb-c cable while sitting at the green tablecloth.,,sitting,,2
test/charge_uncharge_device/36,EgoDex,EgoDex,task-instruction,Plug the gray large phone into the usb-c cable while sitting at a green tablecloth.,plug the gray large phone into the usb-c cable while sitting at a green tablecloth.,,,charge_uncharge_device,charge,phone,charge,test,charge_uncharge_device,reversible,1,Unplug the gray large phone from the usb-c cable while sitting at a green tablecloth.,,sitting,,2
test/charge_uncharge_device/51,EgoDex,EgoDex,task-instruction,Plug the white phone into the lightning cable on the blue tablecloth.,plug the white phone into the lightning cable on the blue tablecloth.,,,charge_uncharge_device,charge,phone,charge,test,charge_uncharge_device,reversible,1,Unplug the white phone from the lightning cable on the blue tablecloth.,,sitting,pink,3
test/clean_cups/0,EgoDex,EgoDex,task-instruction,Clean two cups using a sponge and soap bottle on a pink tablecloth with a lavender background.,clean two cups using a sponge and soap bottle on a pink tablecloth with a lavender background.,,,clean_cups,clean,sponge,clean,test,clean_cups,reset,1,None,,sitting,lavender,4
test/clean_cups/20,EgoDex,EgoDex,task-instruction,Clean cups using sponge and soapbottle on a pink tablecloth with lavender background.,clean cups using sponge and soapbottle on a pink tablecloth with lavender background.,,,clean_cups,clean,sponge,clean,test,clean_cups,reset-free,1,None,,sitting,lavender,4
test/clean_cups/23,EgoDex,EgoDex,task-instruction,Clean four cups using a sponge and soap bottle on a pink tablecloth with a lavender background.,clean four cups using a sponge and soap bottle on a pink tablecloth with a lavender background.,,,clean_cups,clean,sponge,clean,test,clean_cups,reset-free,1,None,,sitting,lavender,4
test/clean_cups/27,EgoDex,EgoDex,task-instruction,Clean the cup using the sponge and soap bottle on a pink tablecloth.,clean the cup using the sponge and soap bottle on a pink tablecloth.,,,clean_cups,clean,sponge,clean,test,clean_cups,reset,1,None,,sitting,lavender,3
test/clean_surface/0,EgoDex,EgoDex,task-instruction,Scrub the surface while sitting with no tablecloth.,scrub the surface while sitting with no tablecloth.,,,clean_surface,clean,scrub,clean,test,clean surface,reset-free,1,None,,sitting,,2
test/clean_surface/10,EgoDex,EgoDex,task-instruction,Scrub the surface while sitting with no tablecloth.,scrub the surface while sitting with no tablecloth.,,,clean_surface,clean,scrub,clean,test,clean surface,reset-free,1,None,,sitting,,2
test/clean_surface/15,EgoDex,EgoDex,task-instruction,Clean a large shirt surface using a roller while sitting.,clean a large shirt surface using a roller while sitting.,,,clean_surface,clean,roller,clean,test,clean surface,reset-free,1,None,,sitting,,2
test/clean_surface/17,EgoDex,EgoDex,task-instruction,Clean a large shirt surface using a roller while sitting.,clean a large shirt surface using a roller while sitting.,,,clean_surface,clean,roller,clean,test,clean surface,reset-free,1,None,,sitting,,2
test/clean_surface/21,EgoDex,EgoDex,task-instruction,Wipe the surface clean using a cloth while sitting.,wipe the surface clean using a cloth while sitting.,,,clean_surface,clean,cloth,clean,test,clean surface,reset-free,1,None,,sitting,,1
test/clean_surface/23,EgoDex,EgoDex,task-instruction,Scrub the surface while sitting.,scrub the surface while sitting.,,,clean_surface,clean,scrub,clean,test,clean surface,reset-free,1,None,,sitting,,2
test/clean_surface/33,EgoDex,EgoDex,task-instruction,Scrub the surface while sitting.,scrub the surface while sitting.,,,clean_surface,clean,scrub,clean,test,clean surface,reset-free,1,None,,sitting,,2
test/clean_surface/41,EgoDex,EgoDex,task-instruction,Clean a large shirt surface using a roller while sitting.,clean a large shirt surface using a roller while sitting.,,,clean_surface,clean,roller,clean,test,clean surface,reset-free,1,None,,sitting,,2
test/clean_tableware/19,EgoDex,EgoDex,task-instruction,"Clean plates, forks, spoons, and knives using sponge and dish soap while sitting at a wooden table with a white background.","clean plates, forks, spoons, and knives using sponge and dish soap while sitting at a wooden table with a white background.",,,clean_tableware,clean,plates,clean,test,clean_tableware,reset,1,None,wood,sitting,white,6
test/clean_tableware/2,EgoDex,EgoDex,task-instruction,"Clean plates, forks, spoons, and knives using sponge and dish soap while sitting at a wooden table with a white background.","clean plates, forks, spoons, and knives using sponge and dish soap while sitting at a wooden table with a white background.",,,clean_tableware,clean,plates,clean,test,clean_tableware,reset,1,None,wood,sitting,white,6
test/clip_unclip_papers/1,EgoDex,EgoDex,task-instruction,Unclip papers by removing paperclips while sitting at a table with a white background.,unclip papers by removing paperclips while sitting at a table with a white background.,,,clip_unclip_papers,unclip,papers,unclip,test,clip_unclip_papers,reversible,2,Clip papers together using paperclips while sitting at a table with a white background.,,sitting,white,3
test/clip_unclip_papers/4,EgoDex,EgoDex,task-instruction,Clip papers together using paperclips while sitting at a table with a white background.,clip papers together using paperclips while sitting at a table with a white background.,,,clip_unclip_papers,clip,papers,clip,test,clip_unclip_papers,reversible,1,Unclip papers by removing paperclips while sitting at a table with a white background.,,sitting,white,3
test/color/16,EgoDex,EgoDex,task-instruction,"Take the crayon out of the box, color on the coloring page, and put the crayon on the table.","take the crayon out of the box, color on the coloring page, and put the crayon on the table.",,,color,color,coloringpage,color,test,coloring,reset-free,1,None,,sitting,pink,2
test/color/2,EgoDex,EgoDex,task-instruction,"Take the crayon out of the box, color on the coloring page, and put the crayon on the table.","take the crayon out of the box, color on the coloring page, and put the crayon on the table.",,,color,color,coloringpage,color,test,coloring,reset-free,1,None,,sitting,pink,2
test/crumple_flatten_paper/0,EgoDex,EgoDex,task-instruction,Flatten the crumpled paper on a pink tablecloth with a lavender background.,flatten the crumpled paper on a pink tablecloth with a lavender background.,,,crumple_flatten_paper,flatten,paper,flatten,test,crumple_flatten_paper,reversible,2,Crumple a piece of paper on a pink tablecloth with a lavender background.,,sitting,lavender,1
test/crumple_flatten_paper/1,EgoDex,EgoDex,task-instruction,Crumple a paper placed on a pink tablecloth while sitting against a lavender background.,crumple a paper placed on a pink tablecloth while sitting against a lavender background.,,,crumple_flatten_paper,crumple,paper,crumple,test,crumple_flatten_paper,reversible,1,Flatten the crumpled paper placed on a pink tablecloth while sitting against a lavender background.,,sitting,lavender,1
test/deal_gather_cards/2,EgoDex,EgoDex,task-instruction,Deal cards onto a wooden table for a game of pyramid solitaire while sitting.,deal cards onto a wooden table for a game of pyramid solitaire while sitting.,,,deal_gather_cards,deal,cards,deal,test,deal_gather_cards,reversible,1,Gather cards from a wooden table after playing pyramid solitaire while sitting.,wood,sitting,white,3
test/declutter_desk/10,EgoDex,EgoDex,task-instruction,"Identify and remove objects including a red shirt, green shirt, cup, snack wrapper, and bottle from a student desk with a pink tablecloth and lavender background, placing them into a box.","identify and remove objects including a red shirt, green shirt, cup, snack wrapper, and bottle from a student desk with a pink tablecloth and lavender background, placing them into a box.",,,declutter_desk,declutter,box,declutter,test,declutter_desk,reset,1,None,,sitting,lavender,6
test/declutter_desk/4,EgoDex,EgoDex,task-instruction,"Identify objects such as a white shirt, black shirt, cup, book, and plush on a student desk with a pink tablecloth and lavender background, and place them into a box to declutter the desk.","identify objects such as a white shirt, black shirt, cup, book, and plush on a student desk with a pink tablecloth and lavender background, and place them into a box to declutter the desk.",,,declutter_desk,declutter,box,declutter,test,declutter_desk,reset,1,None,,sitting,lavender,6
test/declutter_desk/8,EgoDex,EgoDex,task-instruction,"Identify and remove clutter objects including red shirts, paper towel, cup, snack wrapper, and bottle from a student desk with computer, notebook, and pens, placing them into a box.","identify and remove clutter objects including red shirts, paper towel, cup, snack wrapper, and bottle from a student desk with computer, notebook, and pens, placing them into a box.",,,declutter_desk,declutter,box,declutter,test,declutter_desk,reset,1,None,,sitting,lavender,10
test/dry_hands/24,EgoDex,EgoDex,task-instruction,Dry hands using a towel.,dry hands using a towel.,,,dry_hands,dry,towel,dry,test,dry_hands_towel,reset-free,1,None,,sitting,blue,3
test/dry_hands/32,EgoDex,EgoDex,task-instruction,Dry hands using the pink cloth while sitting at a table with a green tablecloth and blue background.,dry hands using the pink cloth while sitting at a table with a green tablecloth and blue background.,,,dry_hands,dry,cloth,dry,test,dry_hands_towel,reset-free,1,None,,sitting,blue,1
test/dry_hands/9,EgoDex,EgoDex,task-instruction,Dry hands using a yellow cloth while sitting at a wooden table with a brown background.,dry hands using a yellow cloth while sitting at a wooden table with a brown background.,,,dry_hands,dry,cloth,dry,test,Dry Hands,reset-free,1,None,wood,sitting,brown,1
test/fidget_magnetic_spinner_rings/1,EgoDex,EgoDex,task-instruction,"Flick a free magnetic ring using the thumb from one side to the other while two magnetic rings remain on the index and middle fingers, seated against a blue background without tablecloth.","flick a free magnetic ring using the thumb from one side to the other while two magnetic rings remain on the index and middle fingers, seated against a blue background without tablecloth.",,,fidget_magnetic_spinner_rings,fidget,magnetic rings,fidget,test,fidget_magnetic_spinner_rings,reset-free,1,None,,sitting,blue,1
test/fidget_magnetic_spinner_rings/4,EgoDex,EgoDex,task-instruction,Insert thumb and index fingers into the side magnetic rings and move the middle magnetic ring back and forth.,insert thumb and index fingers into the side magnetic rings and move the middle magnetic ring back and forth.,,,fidget_magnetic_spinner_rings,fidget,magnetic rings,fidget,test,fidget_magnetic_spinner_rings,reset-free,1,None,,sitting,pink,1
test/flip_pages/12,EgoDex,EgoDex,task-instruction,Flip pages of a magazine placed on a wooden table while sitting with a brown background.,flip pages of a magazine placed on a wooden table while sitting with a brown background.,,,flip_pages,flip,magazine,flip,test,Flip Pages,reset-free,1,None,wood,sitting,brown,1
test/fold_stack_unstack_unfold_cloths/12,EgoDex,EgoDex,task-instruction,Fold and stack cloths on a green tablecloth while sitting against a brown background.,fold and stack cloths on a green tablecloth while sitting against a brown background.,,,fold_stack_unstack_unfold_cloths,fold,cloths,fold,test,fold_stack_unstack_unfold_cloths,reversible,1,Unstack and unfold cloths on a green tablecloth while sitting against a brown background.,,sitting,brown,2
test/fold_stack_unstack_unfold_cloths/15,EgoDex,EgoDex,task-instruction,Fold and stack six cloths while sitting at a green tablecloth with a blue background.,fold and stack six cloths while sitting at a green tablecloth with a blue background.,,,fold_stack_unstack_unfold_cloths,fold,cloths,fold,test,fold_stack_unstack_unfold_cloths,reversible,1,Unstack and unfold the six cloths while sitting at a green tablecloth with a blue background.,,sitting,blue,2
test/fold_stack_unstack_unfold_cloths/16,EgoDex,EgoDex,task-instruction,Fold and stack cloths on a green tablecloth while sitting against a brown background.,fold and stack cloths on a green tablecloth while sitting against a brown background.,,,fold_stack_unstack_unfold_cloths,fold,cloths,fold,test,fold_stack_unstack_unfold_cloths,reversible,1,Unstack and unfold cloths on a green tablecloth while sitting against a brown background.,,sitting,brown,2
test/fold_stack_unstack_unfold_cloths/3,EgoDex,EgoDex,task-instruction,Unstack and unfold cloths on a green tablecloth while sitting against a brown background.,unstack and unfold cloths on a green tablecloth while sitting against a brown background.,,,fold_stack_unstack_unfold_cloths,stack,cloths,stack,test,fold_stack_unstack_unfold_cloths,reversible,2,Fold and stack cloths on a green tablecloth while sitting against a brown background.,,sitting,brown,2
test/fold_unfold_paper_basic/5,EgoDex,EgoDex,task-instruction,Fold a piece of paper on a wooden table while sitting against a white background.,fold a piece of paper on a wooden table while sitting against a white background.,,,fold_unfold_paper_basic,fold,paper,fold,test,fold_unfold_paper_basic,reversible,1,Unfold the piece of paper on a wooden table while sitting against a white background.,wood,sitting,white,1
test/fold_unfold_paper_origami/1,EgoDex,EgoDex,task-instruction,Unfold the paper crane origami on a wooden table with a white background while sitting.,unfold the paper crane origami on a wooden table with a white background while sitting.,,,fold_unfold_paper_origami,unfold,paper,unfold,test,fold_unfold_paper_origami,reversible,2,Fold a paper crane origami on a wooden table with a white background while sitting.,wood,sitting,white,2
