ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,split,participant_id,verb_key,noun_key,verb_category,noun_category,hands,n_verbs,n_nouns,seg_dur_s
P02-20240211-120927-1053,HD-EPIC,HD-EPIC,clip-narration,Scoop up some of the raspberry and lemon curd mixture from the mixing bowl using the teaspoon in the right hand and then making sure that there are no drips. Pour this into the jam jar until it is filled. Tapping the spoon against the inside of the jam jar to make sure that all of the raspberry and lemon curd mixture is off the spoon.,scoop up some of the raspberry and lemon curd mixture from the mixing bowl using the teaspoon in the right hand and then making sure that there are no drips. pour this into the jam jar until it is filled. tapping the spoon against the inside of the jam jar to make sure that all of the raspberry and lemon curd mixture is off the spoon.,2743.0,2747.13,P02-20240211-120927,scoop up,some of raspberry,full,P02,scoop,raspberry,retrieve,fruits and nuts,right hand,4,10,4.13
P02-20240211-120927-1161,HD-EPIC,HD-EPIC,clip-narration,Grab the tub of butter from the fridge using the left hand.,grab the tub of butter from the fridge using the left hand.,2950.71,2953.15,P02-20240211-120927,grab,tub of butter,full,P02,take,box,retrieve,containers,left hand,1,2,2.44
P02-20240211-120927-1205,HD-EPIC,HD-EPIC,clip-narration,Pick up a plate from the stack of plates using the right hand.,pick up a plate from the stack of plates using the right hand.,3030.62,3033.29,P02-20240211-120927,pick up,plate,full,P02,take,plate,retrieve,crockery,right hand,1,2,2.67
P02-20240211-120927-195,HD-EPIC,HD-EPIC,clip-narration,Check to see whether the oven has come up to temperature using the right hand on the dial.,check to see whether the oven has come up to temperature using the right hand on the dial.,352.45,360.29,P02-20240211-120927,check,oven,full,P02,check,oven,monitor,appliances,right hand,1,3,7.84
P02-20240211-120927-271,HD-EPIC,HD-EPIC,clip-narration,Lift up the muffin tray using both hands.,lift up the muffin tray using both hands.,557.55,558.45,P02-20240211-120927,lift up,muffin tray,full,P02,lift,tray,retrieve,cookware,both hands,1,1,0.9
P02-20240211-120927-276,HD-EPIC,HD-EPIC,clip-narration,Place the muffin tray down onto the countertop using both hands.,place the muffin tray down onto the countertop using both hands.,565.07,565.77,P02-20240211-120927,place,muffin tray,full,P02,put,tray,leave,cookware,both hands,1,2,0.7
P02-20240211-120927-28,HD-EPIC,HD-EPIC,clip-narration,Place the cheese straws down onto the baking tray using both hands.,place the cheese straws down onto the baking tray using both hands.,40.58,41.49,P02-20240211-120927,place,cheese straws,full,P02,put,cheese,leave,dairy and eggs,both hands,1,2,0.91
P02-20240211-120927-703,HD-EPIC,HD-EPIC,clip-narration,close the cutlery drawer using the left hand,close the cutlery drawer using the left hand,1759.25,1762.29,P02-20240211-120927,close,cutlery drawer,full,P02,close,drawer,block,furniture,left hand,1,1,3.04
P02-20240211-120927-729,HD-EPIC,HD-EPIC,clip-narration,Scoop up some of the raspberry and lemon curd mixture from the teaspoon in the right hand.,scoop up some of the raspberry and lemon curd mixture from the teaspoon in the right hand.,1828.96,1830.25,P02-20240211-120927,scoop up,some of raspberry,full,P02,scoop,raspberry,retrieve,fruits and nuts,right hand,1,3,1.29
P02-20240211-120927-750,HD-EPIC,HD-EPIC,clip-narration,place the sponge back down onto the sink using the right hand,place the sponge back down onto the sink using the right hand,1860.78,1861.41,P02-20240211-120927,place,sponge,full,P02,put,sponge,leave,cleaning equipment and material,right hand,1,2,0.63
P02-20240211-120927-814,HD-EPIC,HD-EPIC,clip-narration,Pick up a cheese straw using the left hand and transfer it onto the plate.,pick up a cheese straw using the left hand and transfer it onto the plate.,2014.45,2016.65,P02-20240211-120927,pick up,cheese straw,full,P02,take,cheese,retrieve,dairy and eggs,left hand,2,2,2.2
P02-20240211-120927-831,HD-EPIC,HD-EPIC,clip-narration,Slide the five cheese straws from the spatula onto the plate.,slide the five cheese straws from the spatula onto the plate.,2038.42,2039.52,P02-20240211-120927,slide,five cheese straws,full,P02,slide,cheese,manipulate,dairy and eggs,,1,3,1.1
P02-20240211-120927-866,HD-EPIC,HD-EPIC,clip-narration,Poke a hole into the top of the tart cases to make sure that the lemon and curd mixture has somewhere to pool and it won't go over the edges and spill.,poke a hole into the top of the tart cases to make sure that the lemon and curd mixture has somewhere to pool and it won't go over the edges and spill.,2102.05,2103.99,P02-20240211-120927,poke,hole,full,P02,pat,colander,sense,utensils,,3,5,1.94
P02-20240211-120927-892,HD-EPIC,HD-EPIC,clip-narration,pick up the tea towel from the top of the oven gloves using the left hand.,pick up the tea towel from the top of the oven gloves using the left hand.,2166.59,2166.95,P02-20240211-120927,pick up,tea towel,full,P02,take,towel,retrieve,materials,left hand,1,2,0.36
P02-20240211-141313-143,HD-EPIC,HD-EPIC,clip-narration,Place the Tupperware lid on top of the Tupperware box using both hands.,place the tupperware lid on top of the tupperware box using both hands.,224.14896,225.39896,P02-20240211-141313,place,tupperware lid,full,P02,put,lid,leave,containers,both hands,1,2,1.25
P02-20240211-141313-154,HD-EPIC,HD-EPIC,clip-narration,pick up cheese straws from the plate using the left hand.,pick up cheese straws from the plate using the left hand.,238.93305,240.05,P02-20240211-141313,pick up,cheese straws,full,P02,take,cheese,retrieve,dairy and eggs,left hand,1,2,1.117
P02-20240211-141313-193,HD-EPIC,HD-EPIC,clip-narration,Reach in and grab a Tupperware box using the right hand.,reach in and grab a tupperware box using the right hand.,277.85,279.95,P02-20240211-141313,reach,tupperware box,full,P02,take,box,retrieve,containers,right hand,2,1,2.1
P02-20240211-141313-277,HD-EPIC,HD-EPIC,clip-narration,Place the lid on top of the Tupperware box using both hands.,place the lid on top of the tupperware box using both hands.,445.96,446.39,P02-20240211-141313,place,lid,full,P02,put,lid,leave,containers,both hands,1,2,0.43
P02-20240211-141313-292,HD-EPIC,HD-EPIC,clip-narration,close the drawer using the left hand,close the drawer using the left hand,479.73,480.38,P02-20240211-141313,close,drawer,full,P02,close,drawer,block,furniture,left hand,1,1,0.65
P02-20240211-141313-333,HD-EPIC,HD-EPIC,clip-narration,Eat the remaining raspberry and curd mixture from the tablespoon.,eat the remaining raspberry and curd mixture from the tablespoon.,576.36,577.27,P02-20240211-141313,eat,remaining raspberry,full,P02,eat,raspberry,sense,fruits and nuts,,1,3,0.91
P02-20240211-141313-394,HD-EPIC,HD-EPIC,clip-narration,Place the jam jar down onto the countertop using the left hand.,place the jam jar down onto the countertop using the left hand.,751.18,752.5,P02-20240211-141313,place down,jam jar,full,P02,put,jar,leave,containers,left hand,1,2,1.32
P02-20240211-141313-451,HD-EPIC,HD-EPIC,clip-narration,"Wash the baking tray, removing all of the pastry that was stuck to the bottom of it using the sponge and scraping it off.","wash the baking tray, removing all of the pastry that was stuck to the bottom of it using the sponge and scraping it off.",879.19,885.97,P02-20240211-141313,wash,baking tray,full,P02,wash,tray,clean,cookware,,3,4,6.78
P02-20240211-141313-458,HD-EPIC,HD-EPIC,clip-narration,Place the sponge in the drying up rack using the left hand.,place the sponge in the drying up rack using the left hand.,900.2,901.88,P02-20240211-141313,place,sponge,full,P02,put,sponge,leave,cleaning equipment and material,left hand,1,2,1.68
P02-20240211-141313-50,HD-EPIC,HD-EPIC,clip-narration,Lift up and pour out the water that's in the washing up bowl in the sink using the right hand.,lift up and pour out the water that's in the washing up bowl in the sink using the right hand.,102.92,105.35,P02-20240211-141313,lift up,water,full,P02,pour,water,merge,drinks,right hand,2,3,2.43
P02-20240211-141313-608,HD-EPIC,HD-EPIC,clip-narration,pick up the sponge using the right hand,pick up the sponge using the right hand,1323.76,1324.76,P02-20240211-141313,pick up,sponge,full,P02,take,sponge,retrieve,cleaning equipment and material,right hand,1,1,1.0
P02-20240211-141313-630,HD-EPIC,HD-EPIC,clip-narration,Turn over the drain protector using both hands.,turn over the drain protector using both hands.,1385.87,1386.58,P02-20240211-141313,turn over,drain protector,full,P02,flip,sink,manipulate,furniture,both hands,1,1,0.71
P02-20240211-141313-96,HD-EPIC,HD-EPIC,clip-narration,Turn off the hot water tap as the washing up bowl is sufficiently full.,turn off the hot water tap as the washing up bowl is sufficiently full.,173.19,175.69,P02-20240211-141313,turn off,hot water tap,full,P02,turn-off,tap,block,appliances,,1,2,2.5
P02-20240211-175138-392,HD-EPIC,HD-EPIC,clip-narration,pick up the washing up liquid bottle using the right hand.,pick up the washing up liquid bottle using the right hand.,661.83,663.92,P02-20240211-175138,pick up,washing up liquid bottle,full,P02,take,bottle,retrieve,containers,right hand,1,1,2.09
P02-20240211-175138-494,HD-EPIC,HD-EPIC,clip-narration,Pick up the mushroom slice from the cutting board using the left hand.,pick up the mushroom slice from the cutting board using the left hand.,789.35,789.57,P02-20240211-175138,pick up,mushroom slice,full,P02,take,mushroom,retrieve,vegetables,left hand,1,2,0.22
P02-20240211-175138-624,HD-EPIC,HD-EPIC,clip-narration,Move the onion slices to the left hand side of the chopping board using the left hand.,move the onion slices to the left hand side of the chopping board using the left hand.,1027.68,1029.32,P02-20240211-175138,move,onion slices,full,P02,move,onion,transition,vegetables,left hand,1,2,1.64
P02-20240211-175138-802,HD-EPIC,HD-EPIC,clip-narration,Scrape the tomato seeds and juices into the bowl using the back of the chef's knife.,scrape the tomato seeds and juices into the bowl using the back of the chef's knife.,1403.43,1407.28,P02-20240211-175138,scrape,tomato seeds,full,P02,scrape,tomato,clean,vegetables,,1,4,3.85
P02-20240211-175138-906,HD-EPIC,HD-EPIC,clip-narration,pick up the measuring jug with the right hand.,pick up the measuring jug with the right hand.,1611.11,1611.51,P02-20240211-175138,pick up,measuring jug,full,P02,take,jug,retrieve,crockery,right hand,1,1,0.4
P02-20240211-175138-939,HD-EPIC,HD-EPIC,clip-narration,Pick up the Worcestershire sauce using the left hand.,pick up the worcestershire sauce using the left hand.,1658.67,1659.4,P02-20240211-175138,pick up,worcestershire sauce,full,P02,take,sauce,retrieve,spices and herbs and sauces,left hand,1,1,0.73
P02-20240211-182630-31,HD-EPIC,HD-EPIC,clip-narration,Pick up the large plastic spoon from the side using the right hand.,pick up the large plastic spoon from the side using the right hand.,61.0,62.04,P02-20240211-182630,pick up,large plastic spoon,full,P02,take,spoon,retrieve,cutlery,right hand,1,2,1.04
P02-20240211-182630-381,HD-EPIC,HD-EPIC,clip-narration,Rotate the kebab wrap packaging.,rotate the kebab wrap packaging.,931.0,934.11,P02-20240211-182630,rotate,kebab wrap packaging,full,P02,turn,package,manipulate,containers,,1,1,3.11
P02-20240211-182630-438,HD-EPIC,HD-EPIC,clip-narration,Pick up the tongs from the side using the right hand.,pick up the tongs from the side using the right hand.,1123.07,1123.78,P02-20240211-182630,pick up,tongs,full,P02,take,tongs,retrieve,utensils,right hand,1,2,0.71
P02-20240211-182630-440,HD-EPIC,HD-EPIC,clip-narration,"Realise that the tongs didn't fully unlock, so unlock them again by pressing them against the left hand.","realise that the tongs didn't fully unlock, so unlock them again by pressing them against the left hand.",1124.65,1126.34,P02-20240211-182630,unlock,tongs,full,P02,unlock,tongs,access,utensils,left hand,2,1,1.69
P03-20240216-084005-111,HD-EPIC,HD-EPIC,clip-narration,"Pick up the scissors, with my right hand, from the top drawer I just opened.","pick up the scissors, with my right hand, from the top drawer i just opened.",212.98,214.36,P03-20240216-084005,pick up,scissors,full,P03,take,scissors,retrieve,utensils,right hand,2,2,1.38
P03-20240216-084005-262,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, I pull the dishwasher bottom rack towards me.","with my right hand, i pull the dishwasher bottom rack towards me.",514.84,517.25,P03-20240216-084005,pull,dishwasher bottom rack,full,P03,pull,rack:drying,manipulate,storage,right hand,1,2,2.41
P03-20240216-084005-281,HD-EPIC,HD-EPIC,clip-narration,"Using my right hand, pull the dishwasher top rack towards me.","using my right hand, pull the dishwasher top rack towards me.",554.36,555.78,P03-20240216-084005,pull,dishwasher top rack,full,P03,pull,rack:drying,manipulate,storage,right hand,1,2,1.42
P03-20240216-084005-441,HD-EPIC,HD-EPIC,clip-narration,"Put down the knife I just used to spread nutella, which has some nutella residue, on the sink with my right hand.","put down the knife i just used to spread nutella, which has some nutella residue, on the sink with my right hand.",1030.88,1032.48,P03-20240216-084005,put,knife,full,P03,put,knife,leave,cutlery,right hand,2,4,1.6
P03-20240216-090759-100,HD-EPIC,HD-EPIC,clip-narration,Close the dishwasher tablet compartment by lifting then pushing the flap.,close the dishwasher tablet compartment by lifting then pushing the flap.,190.89,192.12,P03-20240216-090759,close,dishwasher tablet compartment,full,P03,close,drawer,block,furniture,,3,2,1.23
P03-20240216-090759-168,HD-EPIC,HD-EPIC,clip-narration,Pick up the cardboard box from the bottom shelf of the table.,pick up the cardboard box from the bottom shelf of the table.,315.55,316.7,P03-20240216-090759,pick up,cardboard box,full,P03,take,box,retrieve,containers,,1,2,1.15
P03-20240216-090759-184,HD-EPIC,HD-EPIC,clip-narration,Pick up a recipe card from the table.,pick up a recipe card from the table.,371.24,372.17,P03-20240216-090759,pick up,recipe card,full,P03,take,paper,retrieve,materials,,1,2,0.93
P03-20240216-090759-221,HD-EPIC,HD-EPIC,clip-narration,Place a recipe card on top of the other recipe cards on the table.,place a recipe card on top of the other recipe cards on the table.,446.01,446.6,P03-20240216-090759,place,recipe card,full,P03,put,paper,leave,materials,,1,3,0.59
P03-20240216-185832-1085,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, pick up another egg from the plastic colander.","with my right hand, pick up another egg from the plastic colander.",2905.66,2906.8,P03-20240216-185832,pick up,another egg,full,P03,take,egg,retrieve,dairy and eggs,right hand,1,2,1.14
P03-20240216-185832-1541,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, turn on tap while holding a glass lid with my left hand under the tap.","with my right hand, turn on tap while holding a glass lid with my left hand under the tap.",4202.73,4203.88,P03-20240216-185832,turn on,tap,full,P03,turn-on,tap,access,appliances,"right hand, left hand",2,2,1.15
P03-20240216-185832-33,HD-EPIC,HD-EPIC,clip-narration,Grab the bag and pull it from its edge so that it is easier to get stuff from it and keep it pulled by grabbing it with my left hand.,grab the bag and pull it from its edge so that it is easier to get stuff from it and keep it pulled by grabbing it with my left hand.,54.03,55.77,P03-20240216-185832,grab,bag,full,P03,take,bag,retrieve,containers,left hand,4,3,1.74
P03-20240216-185832-352,HD-EPIC,HD-EPIC,clip-narration,with my right hand place the frying pan which is now washed on the top shelf of the drying rack located on top of the sink,with my right hand place the frying pan which is now washed on the top shelf of the drying rack located on top of the sink,709.19,717.2,P03-20240216-185832,place,frying pan,full,P03,put,pan,leave,cookware,right hand,1,3,8.01
P03-20240216-185832-370,HD-EPIC,HD-EPIC,clip-narration,"I have put the large bowl, which is also containing a plastic colander, on top of two plates that are standing on the kitchen top above the washing machine.","i have put the large bowl, which is also containing a plastic colander, on top of two plates that are standing on the kitchen top above the washing machine.",744.38,745.28,P03-20240216-185832,put,large bowl,full,P03,put,bowl,leave,crockery,,1,5,0.9
P03-20240216-185832-377,HD-EPIC,HD-EPIC,clip-narration,Pick a bag of potatoes with both hands from the table.,pick a bag of potatoes with both hands from the table.,755.96,758.06,P03-20240216-185832,pick,bag of potatoes,full,P03,take,bag,retrieve,containers,both hands,1,2,2.1
P03-20240216-185832-85,HD-EPIC,HD-EPIC,clip-narration,pick up a third bottle of tomato sauce from the second shopping bag standing on the floor next to the dishwasher.,pick up a third bottle of tomato sauce from the second shopping bag standing on the floor next to the dishwasher.,148.66,149.76,P03-20240216-185832,pick up,third bottle of tomato sauce,full,P03,take,bottle,retrieve,containers,,2,4,1.1
P03-20240216-205923-494,HD-EPIC,HD-EPIC,clip-narration,Shake the orange cloth above the sink to remove more water from the cloth.,shake the orange cloth above the sink to remove more water from the cloth.,1147.21,1148.45,P03-20240216-205923,shake,orange cloth,full,P03,shake,cloth,manipulate,cleaning equipment and material,,2,4,1.24
P03-20240216-205923-51,HD-EPIC,HD-EPIC,clip-narration,Put down the dough scraper on the kitchen top with my right hand.,put down the dough scraper on the kitchen top with my right hand.,114.04,114.99,P03-20240216-205923,put down,dough scraper,full,P03,put,spatula,leave,utensils,right hand,1,2,0.95
P03-20240216-205923-619,HD-EPIC,HD-EPIC,clip-narration,Pull the box containing the plant-based burger from the box containing the pizza dough in the middle shelf of the fridge because the plant-based burger is too compressed between the shelf and the plastic box containing the pizza dough.,pull the box containing the plant-based burger from the box containing the pizza dough in the middle shelf of the fridge because the plant-based burger is too compressed between the shelf and the plastic box containing the pizza dough.,1448.04,1449.35,P03-20240216-205923,pull,box,full,P03,pull,box,manipulate,containers,,1,6,1.31
P03-20240216-223126-15,HD-EPIC,HD-EPIC,clip-narration, Pour crisps into bowl by gently shaking the bag.,pour crisps into bowl by gently shaking the bag.,40.53,47.1,P03-20240216-223126,pour,crisps,full,P03,pour,crisp,merge,prepared food,,2,3,6.57
P03-20240216-223126-57,HD-EPIC,HD-EPIC,clip-narration, Put bottle opener into the drawer.,put bottle opener into the drawer.,129.54,130.29,P03-20240216-223126,put,bottle opener,full,P03,put,bottle,leave,containers,,1,2,0.75
P03-20240216-223126-68,HD-EPIC,HD-EPIC,clip-narration, Put down glass onto table.,put down glass onto table.,150.71,151.61,P03-20240216-223126,put down,glass,full,P03,put,glass,leave,crockery,,1,2,0.9
P03-20240217-091657-183,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, turn on the tap while holding the coffee spoon in the same hand.","with my right hand, turn on the tap while holding the coffee spoon in the same hand.",346.19,346.49,P03-20240217-091657,turn on,tap,full,P03,turn-on,tap,access,appliances,right hand,2,2,0.3
P03-20240217-091657-27,HD-EPIC,HD-EPIC,clip-narration,Drop the white cloth on the kitchen top next to the microwave oven.,drop the white cloth on the kitchen top next to the microwave oven.,54.73,55.37,P03-20240217-091657,drop,white cloth,full,P03,drop,cloth,leave,cleaning equipment and material,,1,3,0.64
P03-20240217-094713-41,HD-EPIC,HD-EPIC,clip-narration, Pour more water into the blueberry bowl for a thorough wash.,pour more water into the blueberry bowl for a thorough wash.,97.0,98.17,P03-20240217-094713,pour,more water,full,P03,pour,water,merge,drinks,,1,3,1.17
P03-20240217-094713-63,HD-EPIC,HD-EPIC,clip-narration, Close fridge,close fridge,141.02,142.99,P03-20240217-094713,close,fridge,full,P03,close,fridge,block,appliances,,1,1,1.97
P03-20240217-131219-1066,HD-EPIC,HD-EPIC,clip-narration,Place the sink strainer into the drain using both hands.,place the sink strainer into the drain using both hands.,2718.01,2719.35,P03-20240217-131219,place,sink strainer,full,P03,put,colander,leave,utensils,both hands,1,2,1.34
P03-20240217-131219-173,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, close the cupboard by pushing it.","with my left hand, close the cupboard by pushing it.",431.43,432.11,P03-20240217-131219,close,cupboard,full,P03,close,cupboard,block,storage,left hand,2,1,0.68
P03-20240217-131219-360,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, put down the squash half on the chopping board.","with my left hand, put down the squash half on the chopping board.",836.72,839.11,P03-20240217-131219,put down,squash half,full,P03,put,squash,leave,vegetables,left hand,1,2,2.39
P03-20240217-131219-53,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, turn on the tap while holding a plastic colander containing the lentils underneath the tap with my left hand.","with my right hand, turn on the tap while holding a plastic colander containing the lentils underneath the tap with my left hand.",147.42000000000002,149.48,P03-20240217-131219,turn on,tap,full,P03,turn-on,tap,access,appliances,"right hand, left hand",2,3,2.06
P03-20240217-131219-531,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, pick up the cloth from the top of the microwave oven.","with my left hand, pick up the cloth from the top of the microwave oven.",1227.04,1227.49,P03-20240217-131219,pick up,cloth,full,P03,take,cloth,retrieve,cleaning equipment and material,left hand,1,2,0.45
P03-20240217-131219-683,HD-EPIC,HD-EPIC,clip-narration,Lower the spatula towards the chopping board without putting it down as I will remove the onion from the spatula using the knife in a second.,lower the spatula towards the chopping board without putting it down as i will remove the onion from the spatula using the knife in a second.,1656.3,1657.52,P03-20240217-131219,lower,spatula,full,P03,lower,spatula,monitor,utensils,,2,5,1.22
P03-20240217-131219-686,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, put down the spatula on the chopping board.","with my left hand, put down the spatula on the chopping board.",1660.55,1661.91,P03-20240217-131219,put down,spatula,full,P03,put,spatula,leave,utensils,left hand,1,2,1.36
P03-20240217-131219-815,HD-EPIC,HD-EPIC,clip-narration,"Scoop more ginger lentil stock from the plastic tub, moving the teaspoon along the inside of the tub to scoop more contents.","scoop more ginger lentil stock from the plastic tub, moving the teaspoon along the inside of the tub to scoop more contents.",2063.09,2068.17,P03-20240217-131219,scoop,more ginger lentil stock,full,P03,scoop,stock,retrieve,spices and herbs and sauces,,2,5,5.08
P03-20240217-131219-91,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, put down the knife on the chopping board.","with my right hand, put down the knife on the chopping board.",276.56,277.09000000000003,P03-20240217-131219,put down,knife,full,P03,put,knife,leave,cutlery,right hand,1,2,0.53
P03-20240217-150310-137,HD-EPIC,HD-EPIC,clip-narration,Wipe now the small part of kitchen top located between the tiles below the windowsill and the kitchen sink.,wipe now the small part of kitchen top located between the tiles below the windowsill and the kitchen sink.,744.25,745.98,P03-20240217-150310,wipe,small part of kitchen top,full,P03,wash,top,clean,furniture,,1,4,1.73
P03-20240217-150310-157,HD-EPIC,HD-EPIC,clip-narration,"while keeping the tap on. Rinse the sink with running tap water, wiping the wet orange cloth around the sink.","while keeping the tap on. rinse the sink with running tap water, wiping the wet orange cloth around the sink.",798.62,799.63,P03-20240217-150310,keep on,tap,full,P03,turn-on,tap,access,appliances,,3,4,1.01
P03-20240217-150310-73,HD-EPIC,HD-EPIC,clip-narration,Fold the tea towel from the table with both hands.,fold the tea towel from the table with both hands.,579.8,580.24,P03-20240217-150310,fold,tea towel,full,P03,fold,towel,order,materials,both hands,1,2,0.44
P03-20240217-150310-85,HD-EPIC,HD-EPIC,clip-narration,"Using my right hand, I throw the crumpled tea towel inside the washing machine.","using my right hand, i throw the crumpled tea towel inside the washing machine.",604.4,604.75,P03-20240217-150310,throw,crumpled tea towel,full,P03,throw,towel,leave,materials,right hand,1,2,0.35
P03-20240217-192543-1033,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, pull down the pizza oven lid to close the pizza oven.","with my left hand, pull down the pizza oven lid to close the pizza oven.",2961.59,2964.05,P03-20240217-192543,pull down,pizza oven lid,full,P03,pull,lid,manipulate,containers,left hand,2,2,2.46
P03-20240217-192543-105,HD-EPIC,HD-EPIC,clip-narration,Grab a few slices of aubergine from the chopping board and turn it so that they are stuck on top of each other as I prepare to cut the aubergine into smaller chunks.,grab a few slices of aubergine from the chopping board and turn it so that they are stuck on top of each other as i prepare to cut the aubergine into smaller chunks.,229.59,232.4,P03-20240217-192543,grab,few slices of aubergine,full,P03,take,aubergine,retrieve,vegetables,,2,4,2.81
P03-20240217-192543-1084,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, put down the knife on the table next to the fork.","with my right hand, put down the knife on the table next to the fork.",3117.68,3119.83,P03-20240217-192543,put down,knife,full,P03,put,knife,leave,cutlery,right hand,1,3,2.15
P03-20240217-192543-481,HD-EPIC,HD-EPIC,clip-narration,"Pour the ground garlic on the mushrooms, tilting the ground garlic container above the frying pan and shaking the container so that the ground garlic comes off the container and is poured on the mushroom slices.","pour the ground garlic on the mushrooms, tilting the ground garlic container above the frying pan and shaking the container so that the ground garlic comes off the container and is poured on the mushroom slices.",1211.4,1213.84,P03-20240217-192543,pour,ground garlic,full,P03,pour,garlic,merge,vegetables,,3,6,2.44
P03-20240217-192543-487,HD-EPIC,HD-EPIC,clip-narration,Lift and turn my left wrist to check the time on my stopwatch to see if the eggs are ready now.,lift and turn my left wrist to check the time on my stopwatch to see if the eggs are ready now.,1218.53,1219.52,P03-20240217-192543,lift,left wrist,full,P03,turn,hand,manipulate,hand,,3,4,0.99
P03-20240217-192543-597,HD-EPIC,HD-EPIC,clip-narration,"Because I want the tomato sauce bottle to be at the bottom tray, I now pick up a plastic bag containing dumpling skin from the bottom tray of the fridge door to make room for the tomato sauce bottle.","because i want the tomato sauce bottle to be at the bottom tray, i now pick up a plastic bag containing dumpling skin from the bottom tray of the fridge door to make room for the tomato sauce bottle.",1539.13,1542.8,P03-20240217-192543,pick up,tomato sauce bottle,full,P03,take,bag,retrieve,containers,,1,6,3.67
P03-20240217-192543-709,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, move the tea kettle along the kitchen top towards the wall to make room for the pizza oven that I'm about to put on this part of the kitchen top.","with my right hand, move the tea kettle along the kitchen top towards the wall to make room for the pizza oven that i'm about to put on this part of the kitchen top.",1866.58,1867.37,P03-20240217-192543,move,tea kettle,full,P03,move,kettle,transition,appliances,right hand,1,6,0.79
P03-20240217-210958-133,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, put the plastic box and its lid into the sink.","with my left hand, put the plastic box and its lid into the sink.",393.02,394.24,P03-20240217-210958,put,plastic box,full,P03,put,box,leave,containers,left hand,1,3,1.22
P03-20240217-210958-365,HD-EPIC,HD-EPIC,clip-narration,Squeeze the orange cloth above the sink to remove water from the cloth.,squeeze the orange cloth above the sink to remove water from the cloth.,1151.98,1153.99,P03-20240217-210958,squeeze,orange cloth,full,P03,squeeze,cloth,manipulate,cleaning equipment and material,,2,4,2.01
P03-20240217-210958-381,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, pull the washing machine door which is at the moment partially open so that the washing machine is fully open and the drum inside dries properly.","with my left hand, pull the washing machine door which is at the moment partially open so that the washing machine is fully open and the drum inside dries properly.",1215.25,1215.93,P03-20240217-210958,pull,washing machine door,full,P03,pull,cupboard,manipulate,storage,left hand,1,4,0.68
P03-20240217-210958-85,HD-EPIC,HD-EPIC,clip-narration,Quickly rinse the small frying pan with the running tap water which will make it easier to wash it by hand.,quickly rinse the small frying pan with the running tap water which will make it easier to wash it by hand.,184.95,185.75,P03-20240217-210958,rinse,small frying pan,full,P03,wash,pan,clean,cookware,,2,2,0.8
P03-20240218-094452-149,HD-EPIC,HD-EPIC,clip-narration,"Using both hands, pick up two small red plates from the dishwasher top rack, grabbing one plate per hand.","using both hands, pick up two small red plates from the dishwasher top rack, grabbing one plate per hand.",274.81,275.26,P03-20240218-094452,pick up,two small red plates,full,P03,take,plate,retrieve,crockery,both hands,2,3,0.45
P03-20240218-094452-19,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, push the freezer middle drawer to close it.","with my right hand, push the freezer middle drawer to close it.",52.1,53.52,P03-20240218-094452,push,freezer middle drawer,full,P03,press,drawer,manipulate,furniture,right hand,2,1,1.42
P03-20240218-094452-243,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, grab the cake mould from the bottom shelf of the cupboard.","with my right hand, grab the cake mould from the bottom shelf of the cupboard.",435.41,436.33,P03-20240218-094452,grab,cake mould,full,P03,take,tray,retrieve,cookware,right hand,1,2,0.92
P03-20240218-094452-257,HD-EPIC,HD-EPIC,clip-narration,"Place the colander inside the larger colander located inside the bowl, which is located in the bottom shelf of the cupboard.","place the colander inside the larger colander located inside the bowl, which is located in the bottom shelf of the cupboard.",457.31,458.65,P03-20240218-094452,place,colander,full,P03,put,colander,leave,utensils,,1,4,1.34
P03-20240218-094452-284,HD-EPIC,HD-EPIC,clip-narration,Place the clip that I just removed from the coffee beans bag on the kitchen top next to the cloth.,place the clip that i just removed from the coffee beans bag on the kitchen top next to the cloth.,505.57,506.09,P03-20240218-094452,place,clip,full,P03,put,clip,leave,utensils,,2,4,0.52
P03-20240218-094452-316,HD-EPIC,HD-EPIC,clip-narration,"While holding the red coffee spoon with my left hand under the kitchen tap, with my right hand turn on the tap.","while holding the red coffee spoon with my left hand under the kitchen tap, with my right hand turn on the tap.",551.45,552.25,P03-20240218-094452,hold,red coffee spoon,full,P03,turn-on,tap,access,appliances,"left hand, right hand",2,3,0.8
